case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-109737,High Court,Sec 439 CrPC (Regular Bail),7,16,23,1,0,1,1,1,1,1,1,1,0.5779,1,288,1,1,1,1,1,1,1,0.7784,211,3.7129,51.43,1,1,1,2388309.49,0.0348,1,1,0.7276,1.0497,1,1,1,1,0
NCRB-SYNTH-109740,High Court,Sec 439 CrPC (Regular Bail),15,10,18,1,0,1,1,1,0,1,1,1,0.4703,1,137,1,1,1,1,1,1,1,0.6804,435,8.6692,41.61,1,1,1,2407973.72,0.0708,1,7,0.1725,0.083,3,1,1,1,0
NCRB-SYNTH-109744,Supreme Court,Sec 482 CrPC (Quashing),2,8,16,0,0,1,1,1,0,1,1,1,0.8009,1,183,1,0,1,1,1,1,1,0.8268,357,7.6762,69.5,1,1,1,2423176.27,0.0499,1,7,0.232,0.1115,3,1,1,1,1
NCRB-SYNTH-109746,High Court,Sec 482 CrPC (Quashing),7,13,56,1,0,1,1,1,0,1,1,1,0.5048,1,196,1,1,1,1,1,1,1,0.6379,156,10.2409,18.27,1,1,1,783897.27,0.1553,1,19,0.2359,0.0787,4,1,1,1,0
NCRB-SYNTH-109760,High Court,Writ Petition (Detention),1,12,67,1,0,1,1,1,1,1,1,1,0.8577,1,293,0,0,1,1,1,1,1,0.7351,452,10.2618,58.4,1,1,1,1695484.01,0.1334,1,5,0.2186,0.122,3,1,1,1,0
NCRB-SYNTH-109767,High Court,Sec 482 CrPC (Quashing),1,24,29,1,1,1,1,1,0,1,1,1,0.7447,1,132,1,1,1,1,1,1,1,0.7464,379,6.2323,73.33,1,1,1,1550690.99,0.195,1,24,0.2601,0.0808,4,1,1,0,1
NCRB-SYNTH-109780,Supreme Court,Sec 439 CrPC (Regular Bail),15,14,65,1,0,1,1,1,1,1,1,1,0.8668,1,274,1,1,1,1,1,1,1,0.6507,442,7.9535,74.25,1,1,1,1752898.18,0.0948,1,8,0.0655,0.0298,3,1,1,1,1
NCRB-SYNTH-109783,High Court,Sec 439 CrPC (Regular Bail),1,25,52,1,1,1,1,1,0,1,1,1,0.625,1,171,1,1,1,1,1,1,1,0.5175,355,10.3801,76.21,1,1,1,417654.19,0.0494,1,9,0.2254,0.0979,3,1,1,1,0
NCRB-SYNTH-109796,High Court,Trial Judgment,45,16,69,1,0,1,1,1,1,1,1,1,0.8861,1,120,1,1,1,1,1,1,1,0.6268,303,11.5157,35.95,1,1,1,1385410.3,0.0379,1,40,0.2111,0.0568,4,1,1,0,1
NCRB-SYNTH-109798,High Court,Sec 482 CrPC (Quashing),4,10,61,1,0,1,1,1,1,1,1,1,0.9331,1,161,1,1,1,1,1,1,1,0.5385,379,10.635,63.79,1,1,1,2380649.2,0.1769,1,8,0.0794,0.0362,3,1,1,1,1
NCRB-SYNTH-109804,High Court,Sec 439 CrPC (Regular Bail),45,9,75,1,1,1,1,1,0,1,1,1,0.7101,1,182,1,1,1,1,1,1,1,0.8173,281,12.8974,46.35,1,1,1,1486438.52,0.1837,1,2,0.6714,0.6111,1,1,1,1,1
NCRB-SYNTH-109805,High Court,Sec 439 CrPC (Regular Bail),1,12,29,0,1,1,1,1,0,1,1,1,0.4164,1,211,1,1,1,1,1,1,1,0.5836,368,5.3344,82.6,1,1,1,1167793.88,0.1526,1,6,0.1536,0.0789,3,1,1,1,0
NCRB-SYNTH-109808,Supreme Court,Sec 482 CrPC (Quashing),1,5,22,1,1,1,1,1,0,1,1,1,0.4131,1,145,0,0,1,1,1,1,1,0.8006,348,11.2881,70.79,1,1,1,277623.14,0.1785,1,28,0.2238,0.0665,4,1,1,1,0
NCRB-SYNTH-109816,High Court,Sec 439 CrPC (Regular Bail),1,5,34,0,1,1,1,1,1,1,1,1,0.4954,1,293,1,1,1,1,1,1,1,0.7009,500,11.8879,63.03,1,1,1,1987416.53,0.1956,1,8,0.0547,0.0249,3,1,1,1,0
NCRB-SYNTH-109817,High Court,Trial Judgment,2,5,45,1,0,1,1,1,1,1,1,1,0.5456,1,127,0,0,1,1,1,1,1,0.6098,107,12.522,47.07,1,1,1,1976490.0,0.132,1,8,0.2218,0.1009,3,1,1,0,0
NCRB-SYNTH-109821,High Court,Sec 482 CrPC (Quashing),1,25,12,1,1,1,1,1,0,1,1,1,0.7364,1,240,1,1,1,1,1,1,1,0.4031,340,5.3246,53.07,1,1,1,423273.41,0.106,1,45,0.2319,0.0606,4,1,1,0,1
NCRB-SYNTH-109823,High Court,Sec 439 CrPC (Regular Bail),2,15,56,1,0,1,1,1,0,1,1,1,0.5626,1,305,1,1,1,1,1,1,1,0.8975,265,8.8831,16.9,1,1,1,1409014.36,0.1656,1,7,0.087,0.0418,3,1,1,1,0
NCRB-SYNTH-109830,Supreme Court,Writ Petition (Detention),2,14,21,1,1,1,1,1,1,1,1,1,0.8456,1,189,1,1,1,1,1,1,1,0.8217,102,12.4386,66.3,1,1,1,882396.05,0.122,1,2,0.7078,0.6442,1,1,1,1,1
NCRB-SYNTH-109849,High Court,Sec 482 CrPC (Quashing),15,21,69,1,0,1,1,1,0,1,1,1,0.7878,1,153,1,0,1,1,1,1,1,0.5831,212,5.1259,32.97,1,1,1,889453.12,0.1778,1,3,0.8761,0.632,1,1,1,1,1
NCRB-SYNTH-109851,High Court,Sec 439 CrPC (Regular Bail),1,22,37,1,0,1,1,1,0,1,1,1,0.7677,1,151,1,0,1,1,1,1,1,0.7818,262,12.6733,78.92,1,1,1,1267918.47,0.0598,1,27,0.1568,0.047,4,1,1,1,1
NCRB-SYNTH-109854,High Court,Sec 439 CrPC (Regular Bail),1,23,23,1,0,1,1,1,0,1,1,1,0.8056,1,155,0,1,1,1,1,1,1,0.9439,383,6.3144,78.2,1,1,1,1849125.74,0.0622,1,9,0.2296,0.0997,3,1,1,0,0
NCRB-SYNTH-109858,High Court,Sec 439 CrPC (Regular Bail),21,11,40,1,0,1,1,1,0,1,1,1,0.6411,1,124,1,1,1,1,1,1,1,0.7887,166,11.7445,84.04,1,1,1,1590042.0,0.1076,1,5,0.0749,0.0418,3,1,1,0,0
NCRB-SYNTH-109865,High Court,Sec 439 CrPC (Regular Bail),4,9,78,1,0,1,1,1,0,1,1,1,0.7534,1,190,1,1,1,1,1,1,1,0.6222,220,3.8626,52.91,1,1,1,139081.48,0.1241,1,16,0.2216,0.0782,4,1,1,1,1
NCRB-SYNTH-109875,High Court,Sec 439 CrPC (Regular Bail),2,5,75,1,1,1,1,1,0,1,1,1,0.8262,1,136,1,1,1,1,1,1,1,0.7804,424,4.1902,77.21,1,1,1,712438.94,0.1805,1,10,0.1288,0.0537,3,1,1,1,1
NCRB-SYNTH-109880,High Court,Sec 482 CrPC (Quashing),7,9,69,1,1,1,1,1,0,1,1,1,0.4582,1,291,0,0,1,1,1,1,1,0.6295,125,5.5877,89.39,1,1,1,196151.86,0.0821,1,4,0.2402,0.1493,3,1,1,1,0
NCRB-SYNTH-109882,Supreme Court,Sec 439 CrPC (Regular Bail),2,5,29,1,0,1,1,1,0,1,1,1,0.8352,1,286,1,0,1,1,1,1,1,0.5606,391,5.4102,66.06,1,1,1,60092.88,0.0144,1,20,0.192,0.0631,4,1,1,1,1
NCRB-SYNTH-109886,High Court,Sec 439 CrPC (Regular Bail),1,14,20,1,1,1,1,1,0,1,1,1,0.6198,1,249,1,1,1,1,1,1,1,0.5054,303,8.8941,89.2,1,1,1,2335476.22,0.1294,1,12,0.2674,0.1043,4,1,1,1,0
NCRB-SYNTH-109898,Supreme Court,Sec 439 CrPC (Regular Bail),2,7,13,1,0,1,1,1,0,1,1,1,0.7645,1,179,1,1,1,1,1,1,1,0.631,460,10.8327,67.48,1,1,1,736392.77,0.1463,1,9,0.0832,0.0361,3,1,1,1,1
NCRB-SYNTH-109904,High Court,Sec 439 CrPC (Regular Bail),1,21,61,1,0,1,1,1,1,1,1,1,0.5725,1,189,1,1,1,1,1,1,1,0.7905,312,13.1765,57.15,1,1,1,1833048.89,0.1621,1,1,0.8948,1.2909,1,1,1,1,0
NCRB-SYNTH-109914,High Court,Sec 439 CrPC (Regular Bail),1,18,56,1,0,1,1,1,1,1,1,1,0.6825,1,248,0,0,1,1,1,1,1,0.7599,366,10.2935,53.63,1,1,1,608489.05,0.062,1,7,0.1378,0.0663,3,1,1,1,0
NCRB-SYNTH-109923,High Court,Sec 482 CrPC (Quashing),45,18,76,1,0,1,1,1,1,1,1,1,0.9288,1,291,1,1,1,1,1,1,1,0.6828,128,12.4216,80.87,1,1,1,1991027.46,0.0345,1,7,0.2161,0.1039,3,1,1,1,1
NCRB-SYNTH-109924,Supreme Court,Sec 439 CrPC (Regular Bail),2,16,20,1,0,1,1,1,0,1,1,1,0.7133,1,239,1,1,1,1,1,1,1,0.4861,429,6.9421,49.36,1,1,1,618701.77,0.1294,1,9,0.1768,0.0768,3,1,1,1,1
NCRB-SYNTH-109938,High Court,Sec 439 CrPC (Regular Bail),1,7,59,1,1,1,1,1,0,1,1,1,0.4437,1,197,1,1,1,1,1,1,1,0.906,448,8.3689,37.67,1,1,1,1643742.77,0.0476,1,2,0.8177,0.7443,1,1,1,1,0
NCRB-SYNTH-109944,High Court,Sec 439 CrPC (Regular Bail),1,8,32,1,0,1,1,1,0,1,1,1,0.8702,1,149,1,1,1,1,1,1,1,0.2645,288,5.5382,40.15,1,1,1,1653794.36,0.0488,1,9,0.151,0.0656,3,1,1,1,1
NCRB-SYNTH-109952,High Court,Sec 439 CrPC (Regular Bail),1,24,71,1,0,1,1,1,1,1,1,1,0.6783,1,235,1,1,1,1,1,1,1,0.6458,215,7.9269,85.46,1,1,1,2453372.02,0.1711,1,8,0.066,0.03,3,1,1,1,1
NCRB-SYNTH-109959,High Court,Writ Petition (Detention),1,7,62,1,0,1,1,1,0,1,1,1,0.8281,1,200,1,1,1,1,1,1,1,0.6299,462,11.8973,72.08,1,1,1,842224.6,0.0479,1,7,0.2038,0.098,3,1,1,1,1
NCRB-SYNTH-109961,Supreme Court,Sec 482 CrPC (Quashing),1,22,23,1,0,1,1,1,1,1,1,1,0.9085,1,257,1,1,1,1,1,1,1,0.5336,486,5.8524,67.23,1,1,1,1024352.34,0.0075,1,4,0.2162,0.1344,3,1,1,1,1
NCRB-SYNTH-109962,High Court,Sec 482 CrPC (Quashing),1,5,56,1,0,1,1,1,0,1,1,1,0.5925,1,219,0,0,1,1,1,1,1,0.6757,201,4.3155,45.94,1,1,1,2440194.68,0.1675,1,38,0.227,0.062,4,1,1,1,0
NCRB-SYNTH-109966,Supreme Court,Sec 439 CrPC (Regular Bail),2,18,27,1,1,1,1,1,0,1,1,1,0.7627,1,182,1,1,1,1,1,1,1,0.5734,213,10.6171,66.48,1,1,1,375179.8,0.0255,1,9,0.1583,0.0688,3,1,1,1,1
NCRB-SYNTH-109980,Supreme Court,Sec 439 CrPC (Regular Bail),1,14,76,1,1,1,1,1,0,1,1,1,0.689,1,163,1,1,1,1,1,1,1,0.5,401,6.6866,65.83,1,1,1,1557062.09,0.0342,1,5,0.1064,0.0594,3,1,1,0,1
NCRB-SYNTH-109982,Trial Court,Sec 482 CrPC (Quashing),2,4,32,1,0,1,1,1,1,1,1,1,0.7412,1,238,1,1,1,1,1,1,1,0.4428,204,6.1661,28.31,1,1,1,1938498.89,0.0427,1,1,0.5768,0.8322,1,1,1,1,1
NCRB-SYNTH-109986,High Court,Sec 439 CrPC (Regular Bail),1,12,69,1,0,1,1,1,0,1,1,1,0.7523,1,266,1,1,1,1,1,1,1,0.6384,155,7.7437,30.12,1,1,1,2083365.63,0.0016,1,21,0.2559,0.0828,4,1,1,1,1
NCRB-SYNTH-110004,High Court,Sec 482 CrPC (Quashing),2,17,68,1,0,1,1,1,0,1,1,1,0.8548,1,124,0,0,1,1,1,1,1,0.751,320,10.3446,81.68,1,1,1,1803671.46,0.0831,1,3,0.8403,0.6061,1,1,1,0,0
NCRB-SYNTH-110008,High Court,Sec 439 CrPC (Regular Bail),1,16,59,1,0,1,1,1,0,1,1,1,0.8835,1,150,1,1,1,1,1,1,1,0.797,488,5.7847,61.3,1,1,1,2170910.61,0.1814,1,5,0.2134,0.1191,3,1,1,1,1
NCRB-SYNTH-110029,High Court,Sec 482 CrPC (Quashing),2,6,70,1,1,1,1,1,0,1,1,1,0.7552,1,133,1,0,1,1,1,1,1,0.8133,426,10.6212,56.51,1,1,1,128371.6,0.1561,1,8,0.235,0.1069,3,1,1,0,1
NCRB-SYNTH-110030,High Court,Sec 439 CrPC (Regular Bail),1,7,26,1,0,1,1,1,0,1,1,1,0.6347,1,161,1,1,1,1,1,1,1,0.5233,478,12.6062,75.26,1,1,1,2243538.18,0.0936,1,1,0.8191,1.1817,1,1,1,0,0
NCRB-SYNTH-110035,High Court,Sec 439 CrPC (Regular Bail),1,12,63,1,0,1,1,1,0,1,1,1,0.8195,1,195,1,1,1,1,1,1,1,0.5521,273,8.726,25.88,1,1,1,160923.35,0.0634,1,2,0.8642,0.7867,1,1,1,1,1
NCRB-SYNTH-110039,Trial Court,Sec 482 CrPC (Quashing),2,4,18,1,0,1,1,1,1,1,1,1,0.6943,1,278,1,1,1,1,1,1,1,0.7984,180,12.2322,40.26,1,1,1,349447.46,0.1836,1,2,0.7778,0.708,1,1,1,1,1
NCRB-SYNTH-110044,Supreme Court,Sec 439 CrPC (Regular Bail),1,23,41,1,0,1,1,1,0,1,1,1,0.871,1,225,1,1,1,1,1,1,1,0.6092,132,6.6775,32.91,1,1,1,2300564.87,0.0477,1,5,0.1497,0.0835,3,1,1,1,1
NCRB-SYNTH-110046,High Court,Sec 482 CrPC (Quashing),15,11,31,1,0,1,1,1,0,1,1,1,0.6687,1,221,1,1,1,1,1,1,1,0.6558,149,8.7335,52.95,1,1,1,2185739.49,0.1638,1,40,0.1949,0.0525,4,1,1,1,1
NCRB-SYNTH-110063,High Court,Sec 482 CrPC (Quashing),1,16,49,1,0,1,1,1,0,1,1,1,0.7687,1,162,1,1,1,1,1,1,1,0.7087,197,9.5564,85.37,1,1,1,77319.37,0.1591,1,32,0.2418,0.0691,4,1,1,1,1
NCRB-SYNTH-110066,High Court,Sec 482 CrPC (Quashing),7,7,61,0,0,1,1,1,1,1,1,1,0.7753,1,249,1,1,1,1,1,1,1,0.5642,465,5.7875,88.4,1,1,1,2146800.03,0.0739,1,2,0.8735,0.7951,1,1,1,1,1
NCRB-SYNTH-110067,Trial Court,Sec 482 CrPC (Quashing),1,18,37,1,1,1,1,1,0,1,1,1,0.7,1,129,1,0,1,1,1,1,1,0.6444,126,8.7078,85.32,1,1,1,679663.21,0.1313,1,6,0.1766,0.0908,3,1,1,0,1
NCRB-SYNTH-110073,High Court,Sec 439 CrPC (Regular Bail),4,15,53,0,1,1,1,1,1,1,1,1,0.4658,1,214,1,1,1,1,1,1,1,0.6345,210,13.1743,18.88,1,1,1,896818.66,0.069,1,23,0.1625,0.0511,4,1,1,1,0
NCRB-SYNTH-110081,High Court,Sec 439 CrPC (Regular Bail),1,7,63,1,1,1,1,1,1,1,1,1,0.5229,1,123,1,1,1,1,1,1,1,0.9795,497,7.743,15.62,1,1,1,1805593.86,0.0441,1,2,0.5727,0.5213,1,1,1,0,0
NCRB-SYNTH-110082,High Court,Sec 482 CrPC (Quashing),1,21,57,1,0,1,1,1,0,1,1,1,0.8108,1,191,1,1,1,1,1,1,1,0.8263,103,3.9844,44.36,1,1,1,1751461.31,0.1614,1,8,0.2067,0.0941,3,1,1,1,1
NCRB-SYNTH-110083,High Court,Sec 482 CrPC (Quashing),4,19,31,1,0,1,1,1,0,1,1,1,0.6747,1,296,1,0,1,1,1,1,1,0.7882,286,3.8784,58.45,1,1,1,1609298.24,0.0756,1,2,0.8276,0.7533,1,1,1,1,1
NCRB-SYNTH-110086,High Court,Writ Petition (Detention),1,21,44,1,1,1,1,1,1,1,1,1,0.4796,1,278,1,1,1,1,1,1,1,0.6372,217,3.5098,79.92,1,1,1,1247082.22,0.0232,1,9,0.2102,0.0913,3,1,1,1,0
NCRB-SYNTH-110097,High Court,Sec 482 CrPC (Quashing),7,18,54,1,0,1,1,1,1,1,1,1,0.588,1,262,1,1,1,1,1,1,1,0.6798,185,3.6584,56.12,1,1,1,2464573.11,0.1223,1,7,0.0738,0.0355,3,1,1,1,0
NCRB-SYNTH-110102,High Court,Sec 439 CrPC (Regular Bail),15,22,37,1,0,1,1,1,1,1,1,1,0.6684,1,278,0,0,1,1,1,1,1,0.9242,350,3.5273,60.29,1,1,1,826303.14,0.0864,1,2,0.5002,0.4553,1,1,1,1,0
NCRB-SYNTH-110118,High Court,Sec 482 CrPC (Quashing),7,10,76,1,0,1,1,1,1,1,1,1,0.806,1,196,1,1,1,1,1,1,1,0.7423,391,5.9818,49.45,1,1,1,2334287.16,0.0106,1,8,0.1298,0.0591,3,1,1,1,1
NCRB-SYNTH-110129,High Court,Sec 439 CrPC (Regular Bail),1,8,47,1,0,1,1,1,0,1,1,1,0.8685,1,128,0,1,1,1,1,1,1,0.5594,135,3.9764,33.78,1,1,1,1999979.39,0.0585,1,3,0.5315,0.3834,1,1,1,0,0
NCRB-SYNTH-110130,High Court,Sec 439 CrPC (Regular Bail),2,15,62,1,0,1,1,1,0,1,1,1,0.6804,1,296,1,1,1,1,1,1,1,0.6021,161,5.5551,81.14,1,1,1,2127732.16,0.0254,1,32,0.2596,0.0742,4,1,1,1,1
NCRB-SYNTH-110133,High Court,Sec 482 CrPC (Quashing),4,3,15,1,1,1,1,1,0,1,1,1,0.4804,1,142,1,1,1,1,1,1,1,0.7973,151,4.4855,62.86,1,1,1,675946.93,0.0058,1,9,0.1303,0.0566,3,1,1,0,0
NCRB-SYNTH-110138,High Court,Sec 439 CrPC (Regular Bail),1,9,23,1,0,1,1,1,1,1,1,1,0.9482,1,216,1,0,1,1,1,1,1,0.8877,223,9.9911,22.22,1,1,1,1968116.31,0.1947,1,4,0.131,0.0814,3,1,1,1,1
NCRB-SYNTH-110139,Trial Court,Sec 482 CrPC (Quashing),2,16,45,1,0,1,1,1,1,1,1,1,0.8707,1,193,0,0,1,1,1,1,1,0.6277,395,6.8292,49.48,1,1,1,2183276.7,0.0044,1,21,0.2725,0.0881,4,1,1,1,0
NCRB-SYNTH-110140,Trial Court,Sec 482 CrPC (Quashing),1,21,60,0,0,1,1,1,1,1,1,1,0.5501,1,305,1,1,1,1,1,1,1,0.6904,442,11.738,36.07,1,1,1,657632.72,0.0402,1,3,0.8235,0.594,1,1,1,0,0
NCRB-SYNTH-110145,High Court,Sec 482 CrPC (Quashing),1,20,53,1,1,1,1,1,0,1,1,1,0.835,1,264,1,1,1,1,1,1,1,0.6427,313,13.1425,79.7,1,1,1,1381937.14,0.1417,1,10,0.2096,0.0874,3,1,1,1,1
NCRB-SYNTH-110161,High Court,Sec 482 CrPC (Quashing),1,9,54,0,0,1,1,1,0,1,1,1,0.6121,1,153,1,1,1,1,1,1,1,0.8813,280,4.1295,26.39,1,1,1,1273871.33,0.164,1,43,0.3101,0.0819,4,1,1,0,0
NCRB-SYNTH-110162,High Court,Sec 482 CrPC (Quashing),1,8,50,1,0,1,1,1,0,1,1,1,0.8987,1,204,1,1,1,1,1,1,1,0.7015,389,3.824,45.68,1,1,1,2311018.48,0.1322,1,4,0.0535,0.0332,3,1,1,1,1
NCRB-SYNTH-110179,High Court,Sec 482 CrPC (Quashing),1,13,15,1,1,1,1,1,0,1,1,1,0.4835,1,152,1,0,1,1,1,1,1,0.8646,235,10.7013,51.87,1,1,1,2319612.96,0.1041,1,1,0.6176,0.891,1,1,1,1,0
NCRB-SYNTH-110181,High Court,Sec 439 CrPC (Regular Bail),1,15,16,1,1,1,1,1,0,1,1,1,0.5153,1,133,0,1,1,1,1,1,1,0.611,364,5.148,61.03,1,1,1,1657506.96,0.0667,1,3,0.9112,0.6573,1,1,1,1,0
NCRB-SYNTH-110185,Supreme Court,Sec 439 CrPC (Regular Bail),1,19,56,1,0,1,1,1,0,1,1,1,0.619,1,299,1,1,1,1,1,1,1,0.4692,278,12.5563,73.27,1,1,1,263901.93,0.0901,1,10,0.105,0.0438,3,1,1,1,0
NCRB-SYNTH-110191,High Court,Sec 439 CrPC (Regular Bail),7,15,42,1,0,1,1,1,0,1,1,1,0.5696,1,170,1,1,1,1,1,1,1,0.7196,162,10.5693,38.28,1,1,1,199589.45,0.0418,1,4,0.0667,0.0414,3,1,1,1,0
NCRB-SYNTH-110210,High Court,Sec 439 CrPC (Regular Bail),4,19,31,1,1,1,1,1,1,1,1,1,0.5605,1,284,1,0,1,1,1,1,1,0.6725,195,8.1979,33.15,1,1,1,2117191.16,0.079,1,2,0.7335,0.6677,1,1,1,1,0
NCRB-SYNTH-110214,High Court,Sec 439 CrPC (Regular Bail),1,21,76,1,1,1,1,1,0,1,1,1,0.7759,1,152,1,1,1,1,1,1,1,0.6431,463,5.8085,41.77,1,1,1,2165573.76,0.1515,1,22,0.1853,0.0591,4,1,1,0,1
NCRB-SYNTH-110217,Supreme Court,Sec 482 CrPC (Quashing),21,22,22,0,0,1,1,1,1,1,1,1,0.5446,1,289,0,0,1,1,1,1,1,0.6938,458,8.0643,89.06,1,1,1,556201.13,0.0377,1,9,0.1695,0.0736,3,1,1,1,0
NCRB-SYNTH-110221,High Court,Writ Petition (Detention),4,23,65,0,0,1,1,1,0,1,1,1,0.6593,1,173,1,1,1,1,1,1,1,0.6889,299,12.3029,31.06,1,1,1,581289.45,0.1919,1,18,0.2429,0.0825,4,1,1,1,1
NCRB-SYNTH-110236,Supreme Court,Sec 482 CrPC (Quashing),1,6,21,1,1,1,1,1,0,1,1,1,0.7082,1,245,1,1,1,1,1,1,1,0.754,116,9.7481,68.51,1,1,1,734140.04,0.084,1,5,0.1612,0.09,3,1,1,1,1
NCRB-SYNTH-110251,Supreme Court,Sec 439 CrPC (Regular Bail),15,21,14,0,1,1,1,1,0,1,1,1,0.4177,1,144,1,1,1,1,1,1,1,0.5025,235,8.0235,52.81,1,1,1,1261271.21,0.0137,1,5,0.061,0.0341,3,1,1,1,0
NCRB-SYNTH-110257,High Court,Writ Petition (Detention),1,6,64,1,0,1,1,1,1,1,1,1,0.5195,1,117,1,1,1,1,1,1,1,0.5304,331,3.5953,24.79,1,1,1,2190325.08,0.0636,1,6,0.2004,0.103,3,1,1,0,0
NCRB-SYNTH-110261,High Court,Writ Petition (Detention),7,18,24,1,1,1,1,1,0,1,1,1,0.6759,1,251,1,1,1,1,1,1,1,0.813,318,5.6018,30.9,1,1,1,2225178.35,0.0114,1,7,0.1774,0.0853,3,1,1,0,1
NCRB-SYNTH-110262,Supreme Court,Sec 482 CrPC (Quashing),2,7,75,0,0,1,1,1,0,1,1,1,0.6116,1,175,1,1,1,1,1,1,1,0.7691,260,4.8751,53.03,1,1,1,1450289.72,0.0766,1,8,0.0915,0.0416,3,1,1,1,0
NCRB-SYNTH-110263,High Court,Sec 482 CrPC (Quashing),1,12,47,1,0,1,1,1,0,1,1,1,0.6353,1,267,1,1,1,1,1,1,1,0.5421,236,8.3847,20.56,1,1,1,1037960.89,0.11,1,33,0.1576,0.0447,4,1,1,1,0
NCRB-SYNTH-110277,High Court,Sec 482 CrPC (Quashing),2,16,64,1,1,1,1,1,0,1,1,1,0.4407,1,237,1,1,1,1,1,1,1,0.6877,341,9.6002,45.82,1,1,1,1754443.46,0.0784,1,1,0.5398,0.7788,1,1,1,1,0
NCRB-SYNTH-110289,High Court,Sec 482 CrPC (Quashing),1,7,64,1,1,1,1,1,0,1,1,1,0.8132,1,221,1,1,1,1,1,1,1,0.5551,429,5.8325,73.95,1,1,1,73250.95,0.125,1,11,0.0751,0.0302,3,1,1,1,1
NCRB-SYNTH-110294,High Court,Sec 482 CrPC (Quashing),4,24,56,0,0,1,1,1,1,1,1,1,0.4312,1,248,0,0,1,1,1,1,1,0.6903,190,4.4424,15.51,1,1,1,478238.77,0.0932,1,4,0.17,0.1056,3,1,1,1,0
NCRB-SYNTH-110321,High Court,Sec 482 CrPC (Quashing),4,18,23,1,0,1,1,1,0,1,1,1,0.3977,1,220,1,1,1,1,1,1,1,0.6602,449,13.597,65.91,1,1,1,952215.61,0.0275,1,5,0.1132,0.0632,3,1,1,1,0
NCRB-SYNTH-110332,High Court,Writ Petition (Detention),2,4,24,1,0,1,1,1,1,1,1,1,0.5301,1,163,1,1,1,1,1,1,1,0.7874,119,5.6155,56.61,1,1,1,1566846.2,0.0113,1,3,0.5992,0.4322,1,1,1,1,0
NCRB-SYNTH-110334,High Court,Sec 482 CrPC (Quashing),1,5,44,1,1,1,1,1,1,1,1,1,0.5903,1,234,0,0,1,1,1,1,1,0.7332,241,8.3885,68.39,1,1,1,1614508.78,0.1066,1,26,0.3049,0.0925,4,1,1,1,0
NCRB-SYNTH-110342,Supreme Court,Writ Petition (Detention),7,9,40,1,0,1,1,1,0,1,1,1,0.5511,1,141,1,1,1,1,1,1,1,0.8343,483,4.5563,30.88,1,1,1,309709.94,0.1199,1,11,0.246,0.099,3,1,1,1,0
NCRB-SYNTH-110351,High Court,Sec 439 CrPC (Regular Bail),2,17,43,1,0,1,1,1,0,1,1,1,0.7603,1,249,1,1,1,1,1,1,1,0.5284,102,11.4443,79.84,1,1,1,1242253.69,0.1205,1,3,0.544,0.3924,1,1,1,1,1
NCRB-SYNTH-110352,Supreme Court,Sec 482 CrPC (Quashing),1,22,16,1,0,1,1,1,1,1,1,1,0.4385,1,182,1,1,1,1,1,1,1,0.5838,350,11.1396,85.52,1,1,1,1180178.99,0.0192,1,2,0.7428,0.6761,1,1,1,1,0
NCRB-SYNTH-110360,High Court,Sec 482 CrPC (Quashing),1,24,47,0,0,1,1,1,1,1,1,1,0.5086,1,269,1,0,1,1,1,1,1,0.8724,360,8.3548,69.52,1,1,1,2376760.71,0.1746,1,24,0.2637,0.0819,4,1,1,1,0
NCRB-SYNTH-110369,High Court,Sec 482 CrPC (Quashing),7,11,10,1,0,1,1,1,0,1,1,1,0.8736,1,284,1,0,1,1,1,1,1,0.6692,347,3.5278,77.29,1,1,1,1611430.13,0.195,1,8,0.2031,0.0924,3,1,1,1,1
NCRB-SYNTH-110370,High Court,Sec 482 CrPC (Quashing),2,11,23,1,0,1,1,1,0,1,1,1,0.99,1,131,1,1,1,1,1,1,1,0.4905,200,6.5286,37.71,1,1,1,804823.14,0.0798,1,19,0.2261,0.0755,4,1,1,1,1
NCRB-SYNTH-110393,High Court,Sec 482 CrPC (Quashing),4,12,34,1,0,1,1,1,1,1,1,1,0.653,1,265,1,1,1,1,1,1,1,0.5973,489,11.5638,66.28,1,1,1,577191.81,0.1486,1,42,0.3163,0.0841,4,1,1,1,1
NCRB-SYNTH-110398,Supreme Court,Trial Judgment,15,16,17,1,0,1,1,1,0,1,1,1,0.4425,1,182,1,0,1,1,1,1,1,0.6591,339,8.5251,79.14,1,1,1,1267374.52,0.1047,1,21,0.1696,0.0549,4,1,1,1,0
