case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66c,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-109594,High Court,Trial Judgment,1,4,98,1,0,1,1,1,1,1,1,1,1,0.5945,1,86,1,1,1,1,0,0,1,0.8709,115,7.7708,110.98,1,1,268828.86,0.0047,0,1,13.77,2,4,3,1,1,1,1,0,11,0.1162,0.0468,3,1,1,0,0
NCRB-SYNTH-109596,Trial Court,Sec 482 CrPC (Quashing),1,14,23,1,0,1,1,1,1,1,1,1,1,0.4728,1,33,1,1,1,0,1,0,1,0.7482,100,3.7903,288.58,1,1,382337.97,0.0248,0,1,4.08,3,3,7,0,1,0,0,1,26,0.282,0.0856,4,1,1,0,0
NCRB-SYNTH-109597,Trial Court,Sec 482 CrPC (Quashing),2,3,26,1,0,1,1,1,1,1,1,1,1,0.5355,1,154,1,0,1,1,1,1,1,0.6441,45,5.7726,288.12,1,1,456613.87,0.1019,1,1,11.74,5,2,8,1,1,1,1,0,2,0.4711,0.4288,1,1,1,0,0
NCRB-SYNTH-109600,High Court,Sec 482 CrPC (Quashing),1,14,5,1,0,1,1,1,1,1,1,1,1,0.7673,0,175,1,1,1,1,0,1,1,0.69,75,7.0468,66.42,1,1,2774916.13,0.0846,1,1,32.18,3,1,2,1,1,1,1,0,36,0.1795,0.0497,4,1,1,0,1
NCRB-SYNTH-109608,High Court,Sec 482 CrPC (Quashing),1,7,52,1,0,1,1,1,0,1,1,1,1,0.8006,1,113,1,1,1,1,1,1,1,0.8039,88,5.3753,113.79,1,1,2113142.76,0.1495,1,1,9.41,1,2,7,1,1,1,1,0,4,0.1003,0.0623,3,1,1,0,1
NCRB-SYNTH-109621,High Court,Sec 439 CrPC (Regular Bail),1,18,96,1,0,1,1,1,0,1,1,1,1,0.9519,1,63,0,0,1,1,0,1,1,0.8462,109,3.9687,70.88,1,1,3392666.21,0.1897,1,1,34.56,4,1,10,1,1,1,1,0,7,0.1748,0.0841,5,1,1,0,0
NCRB-SYNTH-109623,Trial Court,Sec 439 CrPC (Regular Bail),1,16,41,1,0,1,1,1,0,1,1,1,1,0.5545,1,93,0,0,1,1,1,0,1,0.9191,133,4.4594,84.5,1,1,3610274.81,0.0976,1,1,2.16,3,1,7,1,1,1,1,0,6,0.197,0.1013,5,1,1,0,0
NCRB-SYNTH-109625,Trial Court,Trial Judgment,1,12,32,1,0,1,1,1,1,1,1,1,1,0.99,1,53,1,1,1,1,1,1,1,0.967,123,3.3166,170.93,1,1,2704784.87,0.0155,1,1,14.55,4,3,3,1,1,1,1,0,8,0.087,0.0396,5,1,1,0,1
NCRB-SYNTH-109630,High Court,Sec 482 CrPC (Quashing),7,18,97,1,0,1,1,1,1,1,1,1,1,0.5137,1,58,1,1,1,1,0,1,1,0.7672,121,5.2684,115.63,1,1,3545594.03,0.0455,1,1,14.24,4,3,4,1,1,1,1,0,9,0.2267,0.0985,5,1,1,1,0
NCRB-SYNTH-109639,High Court,Sec 439 CrPC (Regular Bail),1,3,88,1,0,1,1,1,0,1,1,1,1,0.7209,1,91,0,0,1,0,0,1,1,0.8127,91,6.4488,284.82,1,1,2949426.06,0.165,0,1,2.87,1,1,2,1,1,1,1,0,3,0.448,0.3232,1,1,1,0,0
NCRB-SYNTH-109641,High Court,Trial Judgment,1,11,6,1,0,1,1,1,0,1,1,1,1,0.8649,1,16,1,1,1,1,0,0,1,0.7552,47,5.6364,90.02,1,1,3221709.64,0.1614,0,1,5.89,5,1,6,1,1,0,0,1,11,0.2368,0.0953,5,1,1,0,1
NCRB-SYNTH-109642,Supreme Court,Sec 439 CrPC (Regular Bail),4,16,60,1,0,1,1,1,0,1,1,1,1,0.8675,1,24,1,0,1,1,1,1,1,0.7186,52,5.0102,71.32,1,1,3508113.21,0.095,1,1,8.15,4,3,10,1,1,0,0,1,5,0.2403,0.1341,5,1,1,0,1
NCRB-SYNTH-109645,Supreme Court,Sec 439 CrPC (Regular Bail),1,9,69,1,0,1,1,1,0,1,1,1,1,0.4454,1,141,1,1,1,0,1,0,1,0.6844,83,4.9442,245.0,1,1,2648079.86,0.1681,1,1,13.08,4,2,4,1,1,1,1,0,11,0.0524,0.0211,5,1,1,1,0
NCRB-SYNTH-109648,Trial Court,Sec 482 CrPC (Quashing),1,22,48,1,0,1,1,1,0,1,1,1,1,0.5257,1,79,1,1,1,0,0,1,1,0.6919,120,6.1809,163.69,1,1,3282038.73,0.1577,1,1,9.03,4,3,10,1,1,1,1,0,40,0.2218,0.0597,4,1,1,0,0
NCRB-SYNTH-109655,High Court,Sec 439 CrPC (Regular Bail),2,12,22,1,0,1,1,1,0,1,1,1,1,0.8957,1,34,1,1,1,1,1,0,1,0.7124,85,7.224,191.75,1,1,824126.18,0.1665,0,1,35.44,1,2,9,0,1,1,1,0,20,0.1726,0.0567,4,1,1,1,1
NCRB-SYNTH-109671,High Court,Sec 439 CrPC (Regular Bail),2,12,87,1,0,1,1,1,0,1,1,1,1,0.8259,0,66,1,1,1,1,0,1,1,0.731,61,3.6453,97.99,1,1,3802900.57,0.1948,1,1,3.9,4,4,8,1,1,1,1,0,44,0.229,0.0602,4,1,1,0,1
NCRB-SYNTH-109673,High Court,Sec 439 CrPC (Regular Bail),1,17,66,0,0,1,1,1,1,1,1,1,1,0.4145,1,84,1,1,1,1,0,1,1,0.4546,129,6.6719,268.26,1,1,4402166.02,0.1369,0,1,8.61,4,2,3,1,1,1,1,0,32,0.3115,0.0891,4,1,1,0,0
NCRB-SYNTH-109675,Trial Court,Sec 439 CrPC (Regular Bail),2,18,29,1,0,1,1,1,0,1,1,1,1,0.715,1,100,1,1,1,1,0,0,1,0.6599,47,5.9171,156.95,1,1,2269052.35,0.0813,0,1,11.11,5,2,10,1,1,0,0,1,6,0.2326,0.1195,5,1,1,1,1
NCRB-SYNTH-109679,High Court,Sec 439 CrPC (Regular Bail),4,25,56,1,0,1,1,1,1,1,1,1,1,0.7853,1,24,1,1,1,0,1,1,1,0.7246,58,6.5656,162.42,1,1,3984768.24,0.1174,1,1,13.4,4,2,2,1,1,1,1,0,6,0.1648,0.0847,5,1,1,0,1
NCRB-SYNTH-109681,High Court,Sec 439 CrPC (Regular Bail),4,7,67,1,0,1,1,1,1,1,1,1,1,0.7789,1,172,1,1,1,0,1,0,1,0.7738,108,5.2824,167.05,1,1,1566894.39,0.1834,1,1,5.75,5,2,3,1,1,1,1,0,34,0.1419,0.0399,4,1,1,1,1
NCRB-SYNTH-109686,High Court,Sec 439 CrPC (Regular Bail),4,6,50,1,0,1,1,1,0,1,1,1,1,0.918,1,82,1,1,1,1,1,0,1,0.7273,52,4.6048,102.72,1,1,1412557.89,0.1314,1,1,7.27,1,2,5,1,1,0,0,1,9,0.0773,0.0336,5,1,1,0,1
NCRB-SYNTH-109689,High Court,Writ Petition (Detention),7,3,60,0,0,1,1,1,0,1,1,1,1,0.5401,1,169,1,1,1,0,1,0,1,0.8505,40,5.7772,84.85,1,1,873866.0,0.168,1,1,17.58,3,4,10,1,1,1,1,0,38,0.2118,0.0578,4,1,1,0,0
NCRB-SYNTH-109692,Trial Court,Sec 439 CrPC (Regular Bail),2,9,68,1,0,1,1,1,0,1,1,1,1,0.9161,1,79,1,1,1,1,1,0,1,0.5498,70,7.5727,162.98,1,1,2356867.51,0.171,1,1,1.79,1,1,3,0,1,1,1,0,4,0.1224,0.076,5,1,1,1,1
NCRB-SYNTH-109693,Trial Court,Sec 439 CrPC (Regular Bail),4,5,24,1,0,1,1,1,0,1,1,1,1,0.8617,1,36,1,1,1,0,1,1,1,0.4905,108,6.7541,50.13,1,1,4250522.44,0.039,0,1,1.92,5,3,7,1,1,1,1,0,31,0.1774,0.0512,4,1,1,1,1
NCRB-SYNTH-109695,Trial Court,Sec 482 CrPC (Quashing),1,18,29,1,1,1,1,1,0,1,1,1,1,0.7085,1,149,1,1,1,0,0,1,1,0.7725,75,5.5739,211.75,1,1,381765.43,0.0593,1,1,10.82,2,1,4,1,1,0,0,1,8,0.1574,0.0717,5,1,1,1,1
NCRB-SYNTH-109699,Trial Court,Sec 439 CrPC (Regular Bail),1,13,38,0,0,1,1,1,1,1,1,1,1,0.5154,0,22,0,1,1,1,0,1,1,0.7478,93,7.1978,88.36,1,1,1940748.32,0.1979,0,1,4.44,3,4,2,1,1,1,1,0,2,0.856,0.7791,1,1,1,0,0
NCRB-SYNTH-109708,High Court,Sec 482 CrPC (Quashing),4,10,36,1,0,1,1,1,1,1,1,1,1,0.822,1,151,1,1,1,1,1,1,1,0.6235,87,5.5177,112.42,1,1,2611090.25,0.1745,1,1,4.19,1,2,10,1,1,1,1,0,32,0.2466,0.0705,4,1,1,0,1
NCRB-SYNTH-109709,Trial Court,Sec 439 CrPC (Regular Bail),4,8,5,1,0,1,1,1,0,1,1,1,1,0.5751,1,160,1,1,1,0,0,1,1,0.6847,65,5.4345,67.79,1,1,4463838.29,0.1392,0,1,21.8,4,3,5,0,1,0,0,1,42,0.2293,0.061,4,1,1,0,0
NCRB-SYNTH-109715,High Court,Trial Judgment,1,10,39,1,0,1,1,1,1,1,1,1,1,0.4001,1,65,0,0,1,1,1,0,1,0.6034,58,6.3451,82.26,1,1,4166888.36,0.1402,1,1,35.5,5,1,9,1,1,1,1,0,7,0.2438,0.1172,5,1,1,0,0
NCRB-SYNTH-109716,Trial Court,Sec 482 CrPC (Quashing),2,22,60,1,0,1,1,1,0,1,1,1,1,0.427,1,113,1,1,1,1,0,1,1,0.4707,147,4.767,115.16,1,1,1508748.17,0.0353,0,1,11.37,3,1,4,1,1,1,1,0,33,0.0864,0.0245,4,1,1,0,0
NCRB-SYNTH-109722,Trial Court,Sec 439 CrPC (Regular Bail),4,5,83,1,0,1,1,1,0,1,1,1,1,0.8517,1,61,1,1,1,0,0,0,1,0.6862,80,7.1114,206.76,1,1,1535261.41,0.0065,0,1,6.64,1,2,6,1,1,1,1,0,31,0.0876,0.0253,4,1,1,0,1
NCRB-SYNTH-109733,Trial Court,Sec 439 CrPC (Regular Bail),1,5,83,1,0,1,1,1,0,1,1,1,1,0.4718,1,126,1,1,1,1,1,1,1,0.8503,146,6.2614,107.8,1,1,3501395.97,0.007,1,1,1.07,2,2,8,1,1,1,1,0,11,0.148,0.0595,5,1,1,0,0
NCRB-SYNTH-109753,High Court,Writ Petition (Detention),1,10,94,1,0,1,1,1,0,1,1,1,1,0.9709,0,170,1,1,1,0,1,1,1,0.5576,101,7.792,298.82,1,1,2757907.6,0.027,0,1,2.38,3,4,6,1,1,0,0,1,41,0.1624,0.0434,4,1,1,1,1
NCRB-SYNTH-109774,Trial Court,Trial Judgment,21,22,64,1,0,1,1,1,1,1,1,1,1,0.975,1,77,1,1,1,1,1,1,1,0.5388,53,6.9661,181.48,1,1,3486536.81,0.049,1,1,1.85,3,2,2,1,1,1,1,0,2,0.7439,0.6771,1,1,1,1,1
NCRB-SYNTH-109776,Trial Court,Sec 439 CrPC (Regular Bail),15,22,65,1,0,1,1,1,0,1,1,1,1,0.9539,1,142,1,1,1,1,0,1,1,0.5149,60,5.3715,80.7,1,1,4186833.0,0.1683,0,1,2.08,4,2,5,1,1,1,1,0,17,0.0828,0.0287,4,1,1,0,1
NCRB-SYNTH-109777,High Court,Sec 439 CrPC (Regular Bail),1,14,19,1,0,1,1,1,1,1,1,1,1,0.5141,1,16,0,0,1,0,1,1,1,0.5906,135,7.7844,240.88,1,1,693857.07,0.1173,1,1,3.39,4,2,6,1,1,1,1,0,38,0.2219,0.0606,4,1,1,0,0
NCRB-SYNTH-109779,Supreme Court,Writ Petition (Detention),2,23,9,1,0,1,1,1,0,1,1,1,1,0.6583,1,43,0,0,1,0,1,1,1,0.6219,80,6.2221,204.66,1,1,467485.98,0.1802,0,1,11.19,2,4,5,1,1,1,1,0,10,0.1653,0.0689,3,1,1,1,0
NCRB-SYNTH-109781,High Court,Sec 482 CrPC (Quashing),2,19,36,1,0,1,1,1,1,1,1,1,1,0.6327,1,160,1,0,1,1,1,1,1,0.6109,119,5.6091,251.49,1,1,3283015.42,0.0816,0,1,3.16,2,2,5,0,1,0,0,1,9,0.0833,0.0362,5,1,1,0,1
NCRB-SYNTH-109782,Trial Court,Sec 439 CrPC (Regular Bail),1,22,100,1,0,1,1,1,0,1,1,1,1,0.6493,1,59,1,1,1,1,1,0,1,0.666,50,6.2353,192.64,1,1,1431146.55,0.0678,1,1,2.74,5,1,6,1,1,1,1,0,6,0.1197,0.0615,3,1,1,0,1
NCRB-SYNTH-109785,Trial Court,Sec 439 CrPC (Regular Bail),1,24,26,1,0,1,1,1,0,1,1,1,1,0.8529,1,124,1,1,1,0,1,0,1,0.5018,104,6.1794,66.17,1,1,3929298.04,0.1704,0,1,21.19,5,3,8,1,1,1,1,0,2,0.8996,0.8189,1,1,1,1,1
NCRB-SYNTH-109789,Supreme Court,Sec 439 CrPC (Regular Bail),1,19,16,1,0,1,1,1,0,1,1,1,1,0.5757,1,49,0,0,1,1,0,0,1,0.9221,130,6.8461,233.46,1,1,901860.38,0.1951,0,1,5.57,1,1,6,1,1,1,1,0,5,0.1336,0.0746,5,1,1,0,0
NCRB-SYNTH-109792,High Court,Writ Petition (Detention),21,7,68,0,0,1,1,1,0,1,1,1,1,0.6694,1,107,1,1,1,1,0,1,1,0.5565,103,5.5507,78.13,1,1,1072197.25,0.0665,0,1,13.04,3,4,4,1,1,1,1,0,30,0.2923,0.0851,4,1,1,1,1
NCRB-SYNTH-109795,High Court,Sec 439 CrPC (Regular Bail),1,15,79,0,0,1,1,1,0,1,1,1,1,0.6595,0,100,1,1,1,1,1,0,1,0.5873,55,4.2854,217.86,1,1,789727.23,0.1446,0,1,14.92,1,1,4,1,1,0,0,1,7,0.0714,0.0343,5,1,1,0,1
NCRB-SYNTH-109799,Trial Court,Sec 482 CrPC (Quashing),1,16,92,1,0,1,1,1,0,1,1,1,1,0.6174,1,89,1,1,1,1,1,1,1,0.748,67,6.8386,139.04,1,1,4237628.54,0.058,0,1,8.24,3,1,10,0,1,1,1,0,20,0.1416,0.0465,4,1,1,0,1
NCRB-SYNTH-109810,Trial Court,Sec 439 CrPC (Regular Bail),2,21,55,1,0,1,1,1,1,1,1,1,1,0.7827,1,152,1,1,1,0,1,1,1,0.6626,97,3.2267,293.7,1,1,2106085.28,0.1538,1,1,20.81,3,4,5,1,1,1,1,0,17,0.2475,0.0856,4,1,1,0,1
NCRB-SYNTH-109818,Trial Court,Sec 439 CrPC (Regular Bail),21,7,36,1,0,1,1,1,0,1,1,1,1,0.856,1,156,0,0,1,1,1,1,1,0.6504,56,7.553,155.66,1,1,4463209.71,0.184,1,1,23.26,1,2,2,0,1,1,1,0,43,0.1,0.0264,4,1,1,0,0
NCRB-SYNTH-109819,High Court,Sec 439 CrPC (Regular Bail),2,8,57,1,0,1,1,1,0,1,1,1,1,0.7923,0,119,1,1,1,1,1,1,1,0.5156,90,5.9167,220.62,1,1,1058316.36,0.1877,1,1,2.92,4,1,5,1,1,1,1,0,5,0.0729,0.0407,3,1,1,0,1
NCRB-SYNTH-109820,Trial Court,Sec 482 CrPC (Quashing),2,8,7,1,0,1,1,1,0,1,1,1,1,0.8795,1,39,1,1,1,1,1,1,1,0.5734,125,7.3321,291.21,1,1,2339925.73,0.031,0,1,2.49,4,3,3,1,1,1,1,0,17,0.2457,0.085,4,1,1,0,1
NCRB-SYNTH-109825,Supreme Court,Sec 439 CrPC (Regular Bail),7,21,96,1,0,1,1,1,0,1,1,1,1,0.4962,1,101,1,1,1,1,1,1,1,0.7161,106,6.6464,203.1,1,1,3399336.72,0.1545,0,1,18.34,4,4,10,1,1,1,1,0,6,0.1855,0.0953,5,1,1,1,0
NCRB-SYNTH-109827,Trial Court,Sec 482 CrPC (Quashing),27,3,62,1,0,1,1,1,0,1,1,1,1,0.5525,1,149,1,1,1,1,1,0,1,0.6692,86,7.5733,258.13,1,1,2432473.24,0.0577,1,1,1.27,2,3,4,1,1,1,1,0,7,0.2255,0.1084,3,1,1,0,0
NCRB-SYNTH-109828,High Court,Sec 482 CrPC (Quashing),7,19,49,1,0,1,1,1,1,1,1,1,1,0.37,1,101,1,1,1,1,1,0,1,0.5524,87,4.0289,260.85,1,1,3508580.28,0.0988,0,1,3.31,1,3,2,1,1,0,0,1,7,0.1241,0.0597,3,1,1,0,0
NCRB-SYNTH-109831,Trial Court,Sec 439 CrPC (Regular Bail),15,20,55,1,0,1,1,1,0,1,1,1,1,0.5343,1,91,0,0,1,0,0,1,1,0.6505,102,5.5986,250.58,1,1,2259716.32,0.0715,1,1,1.01,2,2,7,1,1,1,1,0,37,0.1457,0.0401,4,1,1,0,0
NCRB-SYNTH-109846,High Court,Trial Judgment,2,18,85,1,0,1,1,1,0,1,1,1,1,0.4705,1,19,1,1,1,1,1,1,1,0.7972,78,7.9323,61.79,1,1,2523606.46,0.0298,0,1,1.58,5,1,2,1,1,1,1,0,6,0.0795,0.0409,3,1,1,1,0
NCRB-SYNTH-109848,Trial Court,Sec 439 CrPC (Regular Bail),1,14,80,1,0,1,1,1,0,1,1,1,1,0.3883,0,73,0,1,1,1,1,1,1,0.4628,47,3.3013,153.98,1,1,954837.59,0.0092,1,1,20.63,5,3,9,1,1,0,0,1,8,0.2437,0.1109,3,1,1,1,0
NCRB-SYNTH-109850,High Court,Sec 439 CrPC (Regular Bail),21,21,53,1,0,1,1,1,1,1,1,1,1,0.5189,1,174,1,1,1,1,1,0,1,0.631,99,6.575,148.09,1,1,4154414.38,0.0675,1,1,16.59,5,3,3,1,1,1,1,0,5,0.064,0.0357,5,1,1,0,0
NCRB-SYNTH-109856,High Court,Sec 439 CrPC (Regular Bail),1,17,22,1,0,1,1,1,1,1,1,1,1,0.508,1,153,1,1,1,0,0,0,1,0.5416,58,7.6765,143.29,1,1,935786.97,0.0822,0,1,6.29,1,1,7,1,1,1,1,0,4,0.1084,0.0674,3,1,1,0,0
NCRB-SYNTH-109862,Trial Court,Trial Judgment,1,10,62,1,0,1,1,1,0,1,1,1,1,0.4423,1,42,1,0,1,1,1,1,1,0.7417,133,3.346,182.41,1,1,3445328.07,0.0782,1,1,16.29,5,3,2,1,1,1,1,0,9,0.1334,0.0579,5,1,1,0,0
NCRB-SYNTH-109867,High Court,Sec 439 CrPC (Regular Bail),1,21,38,0,0,1,1,1,1,1,1,1,1,0.9088,1,181,1,1,1,1,1,1,1,0.807,40,4.2999,171.02,1,1,3602765.74,0.1123,0,1,1.55,5,4,8,1,1,1,1,0,10,0.1377,0.0574,5,1,1,0,1
NCRB-SYNTH-109872,High Court,Sec 439 CrPC (Regular Bail),1,14,98,1,0,1,1,1,0,1,1,1,1,0.5567,1,117,1,1,1,1,0,0,1,0.5848,120,3.7298,54.39,1,1,3252184.53,0.0004,0,1,16.53,1,2,7,1,1,1,1,0,10,0.201,0.0838,3,1,1,0,0
NCRB-SYNTH-109878,High Court,Trial Judgment,1,6,100,1,0,1,1,1,0,1,1,1,1,0.8397,1,66,1,0,1,1,1,1,1,0.7732,92,6.1819,102.28,1,1,1608637.64,0.046,1,1,6.74,4,2,7,1,1,1,1,0,26,0.2115,0.0642,4,1,1,1,1
NCRB-SYNTH-109881,High Court,Sec 482 CrPC (Quashing),4,24,35,1,0,1,1,1,0,1,1,1,1,0.6182,0,157,1,1,1,0,1,0,1,0.5648,101,6.7708,288.87,1,1,2420840.1,0.1194,1,1,5.28,5,4,10,0,1,1,1,0,11,0.0738,0.0297,3,1,1,0,1
NCRB-SYNTH-109883,High Court,Writ Petition (Detention),1,3,83,0,0,1,1,1,0,1,1,1,1,0.4851,1,41,1,1,1,1,0,0,1,0.5152,105,3.7152,135.31,1,1,3123559.94,0.011,1,1,2.53,4,4,9,1,1,1,1,0,8,0.1528,0.0696,5,1,1,0,0
NCRB-SYNTH-109902,Trial Court,Sec 439 CrPC (Regular Bail),15,21,56,1,0,1,1,1,1,1,1,1,1,0.5756,1,80,0,0,1,0,1,1,1,0.6591,83,6.6216,51.26,1,1,885515.97,0.0476,1,1,4.61,1,1,5,1,1,1,1,0,7,0.0874,0.042,5,1,1,0,0
NCRB-SYNTH-109906,Trial Court,Writ Petition (Detention),7,10,61,1,0,1,1,1,1,1,1,1,1,0.802,1,165,1,1,1,1,1,1,1,0.7617,69,7.2627,273.47,1,1,1055263.68,0.0629,0,1,9.87,4,4,4,1,1,0,0,1,42,0.2269,0.0603,4,1,1,0,1
NCRB-SYNTH-109915,Supreme Court,Sec 439 CrPC (Regular Bail),1,7,55,1,0,1,1,1,0,1,1,1,1,0.5533,0,172,1,0,1,0,1,1,1,0.4444,91,7.0153,178.3,1,1,3332600.55,0.0294,1,1,3.22,5,3,10,1,1,1,1,0,6,0.0922,0.0474,5,1,1,0,0
NCRB-SYNTH-109920,Trial Court,Sec 439 CrPC (Regular Bail),2,6,87,1,0,1,1,1,1,1,1,1,1,0.6982,1,56,1,1,1,1,1,1,1,0.6362,132,5.9124,58.25,1,1,4479157.06,0.112,0,1,2.43,2,2,8,1,1,1,1,0,39,0.1108,0.03,4,1,1,0,1
NCRB-SYNTH-109925,Trial Court,Sec 439 CrPC (Regular Bail),27,15,88,1,0,1,1,1,1,1,1,1,1,0.864,0,41,1,0,1,1,0,1,1,0.4395,108,6.7263,234.28,1,1,826002.59,0.0386,0,1,2.42,3,1,9,1,1,0,0,1,21,0.1274,0.0412,4,1,1,0,1
NCRB-SYNTH-109927,High Court,Trial Judgment,1,25,67,1,0,1,1,1,1,1,1,1,1,0.6398,1,81,1,1,1,0,1,1,1,0.6878,44,6.6306,119.15,1,1,776054.4,0.1381,0,1,3.39,3,4,5,1,1,1,1,0,11,0.2086,0.0839,5,1,1,0,1
NCRB-SYNTH-109937,Trial Court,Sec 482 CrPC (Quashing),7,20,81,0,0,1,1,1,0,1,1,1,1,0.9284,1,147,0,0,1,1,1,1,1,0.5284,150,3.6713,100.29,1,1,1239080.55,0.1982,1,1,20.94,5,4,3,1,1,1,1,0,3,0.8246,0.5948,1,1,1,1,0
NCRB-SYNTH-109949,High Court,Sec 439 CrPC (Regular Bail),21,22,28,1,0,1,1,1,0,1,1,1,1,0.7011,1,132,1,1,1,1,0,0,1,0.8235,129,5.5151,255.02,1,1,3176144.81,0.1641,1,1,22.0,3,2,10,1,1,1,1,0,31,0.0807,0.0233,4,1,1,0,1
NCRB-SYNTH-109950,High Court,Sec 482 CrPC (Quashing),1,25,26,1,0,1,1,1,1,1,1,1,1,0.4554,1,20,0,1,1,1,1,1,1,0.4972,139,4.5049,202.93,1,1,3268893.31,0.0908,1,1,3.99,4,3,9,1,1,1,1,0,25,0.2025,0.0622,4,1,1,0,0
NCRB-SYNTH-109951,High Court,Sec 439 CrPC (Regular Bail),1,23,90,1,0,1,1,1,0,1,1,1,1,0.6103,1,77,1,1,1,0,1,1,1,0.6747,121,6.5667,245.03,1,1,3434677.62,0.0701,0,1,4.94,5,3,5,0,1,1,1,0,23,0.3141,0.0988,4,1,1,0,1
NCRB-SYNTH-109953,Trial Court,Sec 439 CrPC (Regular Bail),7,19,44,1,0,1,1,1,1,1,1,1,1,0.7522,1,175,1,0,1,0,1,1,1,0.6307,91,6.7462,251.54,1,1,1909476.59,0.167,1,1,33.54,5,1,9,1,1,0,0,1,2,0.6262,0.57,1,1,1,0,1
NCRB-SYNTH-109963,Trial Court,Sec 439 CrPC (Regular Bail),7,3,100,0,0,1,1,1,0,1,1,1,1,0.7514,1,44,0,0,1,1,0,1,1,0.6755,88,3.9528,242.65,1,1,1320877.35,0.1684,1,1,14.27,5,3,5,1,1,1,1,0,11,0.0904,0.0364,5,1,1,0,0
NCRB-SYNTH-109964,Trial Court,Sec 482 CrPC (Quashing),7,7,92,1,0,1,1,1,0,1,1,1,1,0.4643,1,53,1,1,1,1,1,1,1,0.6538,108,6.5957,135.04,1,1,1949668.72,0.0924,1,1,3.57,2,2,6,1,1,1,1,0,44,0.2459,0.0646,4,1,1,0,0
NCRB-SYNTH-109965,Trial Court,Sec 439 CrPC (Regular Bail),1,5,16,1,0,1,1,1,1,1,1,1,1,0.5602,1,79,1,1,1,1,0,0,1,0.4703,62,6.646,174.85,1,1,4216151.27,0.1346,1,1,2.02,2,2,7,1,1,1,1,0,7,0.1529,0.0735,5,1,1,0,0
NCRB-SYNTH-109975,Trial Court,Sec 439 CrPC (Regular Bail),21,5,71,1,0,1,1,1,0,1,1,1,1,0.9101,1,44,1,1,1,1,0,1,1,0.881,78,6.9971,144.8,1,1,4210365.63,0.1096,1,1,14.47,5,4,6,1,1,1,1,0,22,0.1188,0.0379,4,1,1,0,1
NCRB-SYNTH-109977,Trial Court,Sec 482 CrPC (Quashing),2,14,43,1,0,1,1,1,1,1,1,1,1,0.683,1,39,1,1,1,1,1,1,1,0.7885,57,3.9561,202.94,1,1,2770345.25,0.0711,1,1,9.67,1,3,10,1,1,1,1,0,19,0.2142,0.0715,4,1,1,0,1
NCRB-SYNTH-109981,High Court,Sec 439 CrPC (Regular Bail),1,12,86,0,0,1,1,1,1,1,1,1,1,0.6216,1,152,1,1,1,1,0,1,1,0.6836,140,6.6559,133.71,1,1,4410680.58,0.1401,0,1,12.46,4,3,6,1,1,1,1,0,8,0.1509,0.0687,5,1,1,0,1
NCRB-SYNTH-109991,High Court,Sec 439 CrPC (Regular Bail),1,19,66,1,0,1,1,1,0,1,1,1,1,0.892,1,93,0,0,1,0,0,1,1,0.649,119,3.7688,85.72,1,1,4211089.12,0.0527,1,1,18.1,5,3,6,0,1,1,1,0,9,0.185,0.0803,3,1,1,0,0
NCRB-SYNTH-109993,High Court,Trial Judgment,1,7,74,1,0,1,1,1,0,1,1,1,1,0.9182,0,137,0,1,1,1,1,1,1,0.7232,119,4.4319,66.01,1,1,1325280.19,0.0235,1,1,5.22,5,2,5,0,1,1,1,0,37,0.2802,0.077,4,1,1,0,0
NCRB-SYNTH-109999,High Court,Sec 439 CrPC (Regular Bail),1,16,49,1,0,1,1,1,0,1,1,1,1,0.668,1,104,1,1,1,1,1,1,1,0.4556,93,7.3921,47.96,1,1,287937.02,0.0345,1,1,3.44,2,3,6,1,1,0,0,1,9,0.136,0.0591,3,1,1,1,1
NCRB-SYNTH-110001,Trial Court,Sec 439 CrPC (Regular Bail),1,12,83,1,0,1,1,1,0,1,1,1,1,0.7368,1,40,1,1,1,1,1,1,1,0.9119,72,7.1705,236.37,1,1,2363210.55,0.0573,0,1,13.59,2,1,3,1,1,1,1,0,12,0.0888,0.0346,4,1,1,1,1
NCRB-SYNTH-110005,High Court,Sec 439 CrPC (Regular Bail),2,7,19,0,1,1,1,1,1,1,1,1,1,0.7811,1,172,1,1,1,1,1,1,1,0.7052,129,4.7339,157.59,1,1,2685714.83,0.0896,1,1,10.58,2,2,5,1,1,1,1,0,42,0.2753,0.0732,4,1,1,1,1
