case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,linked_beneficiary_account_count,it_act_66,it_act_66c,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-109063,Trial Court,Sec 439 CrPC (Regular Bail),4,16,21,1,0,1,1,1,0,1,1,1,0.9519,1,26,1,1,0.0726,3,1.0437,87.65,1,1,5140471.15,0.844,1,1,1,1,7.65,17,10,1,1,1,9,0.1533,0.0666,3,1,1,0,1
NCRB-SYNTH-109072,Trial Court,Sec 482 CrPC (Quashing),7,14,51,1,0,1,1,1,0,1,1,1,0.8238,1,63,1,1,0.077,4,1.0777,132.39,1,1,8769382.53,0.7042,1,1,1,1,7.23,6,6,1,1,1,3,0.4948,0.3569,1,1,1,1,1
NCRB-SYNTH-109076,Trial Court,Sec 482 CrPC (Quashing),1,23,53,0,0,1,1,1,0,1,1,1,0.896,1,51,1,1,0.1247,1,1.2004,63.08,1,1,13717453.53,0.5526,1,1,1,1,14.8,14,8,1,1,1,10,0.107,0.0446,3,1,1,0,1
NCRB-SYNTH-109077,Supreme Court,Sec 439 CrPC (Regular Bail),2,12,46,0,0,1,1,1,0,1,1,1,0.817,1,53,0,0,0.004,4,1.17,71.68,1,1,1153239.49,0.8316,1,1,1,1,11.12,14,10,1,1,1,1,0.8985,1.2963,1,1,1,0,1
NCRB-SYNTH-109078,High Court,Sec 482 CrPC (Quashing),2,24,16,1,0,1,1,1,0,1,1,1,0.6242,1,120,1,1,0.0742,4,1.0062,61.68,1,1,13346405.34,0.9806,1,1,1,1,1.03,7,12,1,1,1,3,0.9331,0.6731,1,1,1,0,1
NCRB-SYNTH-109079,High Court,Sec 439 CrPC (Regular Bail),15,12,45,1,0,1,1,1,0,1,1,1,0.8175,0,30,1,1,0.0575,6,1.208,75.75,1,1,8969232.51,0.4126,1,1,1,1,2.72,13,11,1,1,1,36,0.1312,0.0363,4,1,1,0,1
NCRB-SYNTH-109084,High Court,Sec 439 CrPC (Regular Bail),2,5,64,1,0,1,1,1,0,1,1,1,0.7608,1,147,1,1,0.0625,2,1.092,118.76,1,1,6091450.48,0.419,1,1,1,1,14.55,13,13,1,1,1,31,0.177,0.0511,4,1,1,0,1
NCRB-SYNTH-109094,Supreme Court,Sec 439 CrPC (Regular Bail),4,19,65,1,0,1,1,1,0,1,1,1,0.4174,1,116,1,0,0.0306,1,1.0,109.95,1,1,11053988.3,0.93,1,1,1,1,15.12,3,4,1,1,1,10,0.2217,0.0924,3,1,1,0,0
NCRB-SYNTH-109102,Supreme Court,Sec 439 CrPC (Regular Bail),15,21,71,1,0,1,1,1,0,1,1,1,0.6312,1,89,1,1,0.01,7,1.063,171.84,1,1,13743223.62,0.96,1,1,1,1,11.97,7,12,1,1,1,43,0.1432,0.0379,4,1,1,0,1
NCRB-SYNTH-109104,High Court,Trial Judgment,2,11,18,1,0,1,1,1,0,1,1,1,0.6216,1,143,1,1,0.1574,3,1.3237,89.5,1,1,10329099.13,0.3995,1,1,1,1,14.03,14,12,1,1,1,25,0.1919,0.0589,4,1,1,0,1
NCRB-SYNTH-109108,Trial Court,Sec 439 CrPC (Regular Bail),2,21,45,1,0,1,1,1,1,1,1,1,0.8517,1,77,1,1,0.0988,7,1.2086,160.7,1,1,4520326.59,0.9135,1,1,1,1,40.94,5,15,1,1,1,5,0.126,0.0703,3,1,1,0,1
NCRB-SYNTH-109110,High Court,Trial Judgment,21,21,61,1,1,1,1,1,1,1,1,1,0.4217,1,100,1,1,0.05,4,1.0,131.39,1,1,13720128.73,0.7638,1,1,1,1,25.85,21,13,1,1,1,3,0.4817,0.3475,1,1,1,0,0
NCRB-SYNTH-109129,High Court,Sec 482 CrPC (Quashing),7,10,88,1,0,1,1,1,0,1,1,1,0.829,1,66,1,0,0.1316,9,1.0,113.45,1,1,2747944.15,0.3083,1,1,1,1,2.15,4,5,1,1,1,5,0.1458,0.0814,3,1,1,0,1
NCRB-SYNTH-109132,High Court,Sec 439 CrPC (Regular Bail),2,19,56,1,0,1,1,1,1,1,1,1,0.4352,1,166,1,1,0.1171,9,1.068,45.96,1,1,2412705.43,0.8951,1,1,1,1,9.82,21,5,1,1,1,6,0.2355,0.121,3,1,1,0,0
NCRB-SYNTH-109135,High Court,Trial Judgment,15,9,27,1,0,1,1,1,0,1,1,1,0.8439,1,59,1,1,0.1446,2,1.0023,92.94,1,1,7160939.57,0.8553,1,1,1,1,8.14,3,12,1,1,1,39,0.2657,0.072,4,1,1,1,1
NCRB-SYNTH-109145,Trial Court,Sec 439 CrPC (Regular Bail),7,16,82,1,0,1,1,1,1,1,1,1,0.7947,1,166,1,1,0.101,1,1.2771,107.62,1,1,3736192.77,0.46,1,1,1,1,3.15,23,15,1,1,1,11,0.1701,0.0685,3,1,1,0,1
NCRB-SYNTH-109163,Trial Court,Sec 439 CrPC (Regular Bail),15,20,38,1,0,1,1,1,0,1,1,1,0.5271,1,84,1,1,0.1483,7,1.0657,97.67,1,1,10077020.29,0.9862,1,1,1,1,13.66,18,12,1,1,1,3,0.7818,0.564,1,1,1,1,0
NCRB-SYNTH-109166,High Court,Writ Petition (Detention),2,17,15,0,0,1,1,1,0,1,1,1,0.7604,1,65,1,1,0.0621,6,1.2984,68.7,1,1,815545.23,0.812,1,1,1,1,10.19,7,6,1,1,1,13,0.1015,0.0385,4,1,1,1,1
NCRB-SYNTH-109178,Trial Court,Sec 439 CrPC (Regular Bail),4,22,42,0,0,1,1,1,0,1,1,1,0.5546,1,156,1,1,0.1411,6,1.2109,97.58,1,1,9703440.13,0.305,1,1,1,1,4.99,12,10,1,1,1,2,0.5545,0.5047,1,1,1,0,0
NCRB-SYNTH-109185,High Court,Sec 439 CrPC (Regular Bail),7,10,90,1,0,1,1,1,1,1,1,1,0.8292,1,21,1,1,0.096,8,1.3059,80.31,1,1,4825647.88,0.7116,1,1,1,1,2.51,21,8,1,1,1,10,0.1694,0.0707,3,1,1,0,1
NCRB-SYNTH-109186,Supreme Court,Sec 482 CrPC (Quashing),4,10,62,1,0,1,1,1,1,1,1,1,0.4963,1,170,1,1,0.1092,5,1.0978,167.38,1,1,7648404.33,0.6231,1,1,1,1,11.61,17,14,1,1,1,1,0.7134,1.0292,1,1,1,0,0
NCRB-SYNTH-109187,High Court,Writ Petition (Detention),1,7,38,1,0,1,1,1,0,1,1,1,0.8047,1,135,1,1,0.1281,2,1.223,65.06,1,1,2248754.72,0.5429,1,1,1,1,2.97,20,10,1,1,1,3,0.5337,0.385,1,1,1,1,1
NCRB-SYNTH-109190,Supreme Court,Sec 482 CrPC (Quashing),2,18,79,1,0,1,1,1,0,1,1,1,0.779,1,109,1,1,0.0525,1,1.3703,149.44,1,1,10381994.09,0.4153,1,1,1,1,3.71,8,13,1,1,1,2,0.8666,0.7888,1,1,1,0,1
NCRB-SYNTH-109194,High Court,Trial Judgment,4,9,96,1,0,1,1,1,0,1,1,1,0.4341,1,137,0,1,0.0641,3,1.2969,65.17,1,1,12132954.04,0.2771,1,1,1,1,9.09,5,6,1,1,1,1,0.649,0.9363,1,1,1,0,0
NCRB-SYNTH-109195,High Court,Sec 439 CrPC (Regular Bail),4,3,76,1,0,1,1,1,1,1,1,1,0.855,1,90,1,1,0.0624,8,1.1392,46.62,1,1,10702259.53,0.2101,1,1,1,1,6.96,16,12,1,1,1,9,0.2379,0.1033,3,1,1,0,1
NCRB-SYNTH-109197,High Court,Trial Judgment,1,7,28,1,0,1,1,1,0,1,1,1,0.8045,1,157,0,0,0.086,7,1.2647,132.88,1,1,13489317.81,0.3354,1,1,1,1,11.42,10,13,1,1,1,3,0.8143,0.5874,1,1,1,0,1
NCRB-SYNTH-109209,Trial Court,Sec 439 CrPC (Regular Bail),7,15,43,1,0,1,1,1,0,1,1,1,0.8763,1,94,0,0,0.0499,5,1.0,84.89,1,1,7965514.23,0.7027,1,1,1,1,3.01,23,11,1,1,1,29,0.2005,0.059,4,1,1,1,1
NCRB-SYNTH-109219,High Court,Trial Judgment,4,25,52,1,0,1,1,1,0,1,1,1,0.5661,1,86,1,1,0.0314,7,1.0,87.87,1,1,7280210.52,0.7769,1,1,1,1,7.87,22,13,1,1,1,39,0.2724,0.0738,4,1,1,0,0
NCRB-SYNTH-109230,Trial Court,Sec 439 CrPC (Regular Bail),2,24,31,1,1,1,1,1,0,1,1,1,0.99,1,102,1,1,0.0,1,1.0,71.7,1,1,2927583.37,0.7686,1,1,1,1,27.39,4,12,1,1,1,44,0.153,0.0402,4,1,1,0,1
NCRB-SYNTH-109235,Supreme Court,Sec 482 CrPC (Quashing),7,8,98,1,0,1,1,1,0,1,1,1,0.6106,1,39,0,0,0.1166,2,1.0977,51.43,1,1,14125055.84,0.5531,1,1,1,1,6.94,16,14,1,1,1,13,0.0961,0.0364,4,1,1,0,1
NCRB-SYNTH-109244,Trial Court,Sec 482 CrPC (Quashing),4,24,25,1,1,1,1,1,0,1,1,1,0.5594,1,146,1,1,0.0676,1,1.1261,42.21,1,1,516225.91,0.5449,1,1,1,1,24.54,19,4,1,1,1,18,0.1311,0.0445,4,1,1,0,0
NCRB-SYNTH-109255,Trial Court,Trial Judgment,7,9,40,1,0,1,1,1,1,1,1,1,0.4742,1,113,1,1,0.0379,1,1.2934,65.88,1,1,5983065.61,0.8519,1,1,1,1,20.85,8,14,1,1,1,3,0.8566,0.6179,1,1,1,0,0
NCRB-SYNTH-109259,High Court,Sec 439 CrPC (Regular Bail),1,17,48,0,0,1,1,1,1,1,1,1,0.8447,1,171,0,0,0.0936,6,1.143,54.62,1,1,5230169.75,0.3298,1,1,1,1,3.85,5,7,1,1,1,23,0.2605,0.082,4,1,1,1,1
NCRB-SYNTH-109265,High Court,Sec 482 CrPC (Quashing),1,5,12,0,0,1,1,1,1,1,1,1,0.6771,1,160,0,1,0.1553,8,1.0,163.55,1,1,5858513.5,0.5675,1,1,1,1,2.8,8,11,1,1,1,33,0.2726,0.0773,4,1,1,0,1
NCRB-SYNTH-109275,Trial Court,Writ Petition (Detention),4,14,27,1,0,1,1,1,0,1,1,1,0.9806,1,167,1,0,0.1146,4,1.0,81.59,1,1,13807054.63,0.9183,1,1,1,1,1.34,13,12,1,1,1,1,0.7399,1.0675,1,1,1,0,1
NCRB-SYNTH-109283,Trial Court,Sec 482 CrPC (Quashing),45,13,11,1,0,1,1,1,0,1,1,1,0.8724,1,111,0,0,0.0447,8,1.1734,171.0,1,1,13983342.57,0.3679,1,1,1,1,12.05,20,12,1,1,1,18,0.2612,0.0887,4,1,1,0,1
NCRB-SYNTH-109285,High Court,Sec 439 CrPC (Regular Bail),2,19,13,1,0,1,1,1,0,1,1,1,0.6918,1,122,1,1,0.0744,8,1.2411,155.31,1,1,6430346.65,0.396,1,1,1,1,17.41,9,13,1,1,1,35,0.1317,0.0367,4,1,1,0,1
NCRB-SYNTH-109286,High Court,Sec 439 CrPC (Regular Bail),7,22,75,1,0,1,1,1,0,1,1,1,0.4604,1,79,0,0,0.1004,9,1.065,34.43,1,1,7105886.82,0.272,1,1,1,1,9.4,20,11,1,1,1,4,0.1824,0.1133,3,1,1,0,0
NCRB-SYNTH-109288,Trial Court,Sec 439 CrPC (Regular Bail),2,21,96,1,0,1,1,1,0,1,1,1,0.5485,1,129,1,1,0.0716,4,1.2249,87.69,1,1,11396869.55,0.7287,1,1,1,1,20.57,16,12,1,1,1,5,0.0979,0.0546,3,1,1,0,0
NCRB-SYNTH-109298,High Court,Trial Judgment,2,18,78,1,0,1,1,1,1,1,1,1,0.9272,1,46,1,0,0.0426,4,1.2707,84.74,1,1,13580203.14,0.1697,1,1,1,1,25.55,20,11,1,1,1,5,0.0991,0.0553,3,1,1,0,1
NCRB-SYNTH-109303,Trial Court,Sec 439 CrPC (Regular Bail),1,6,33,1,0,1,1,1,1,1,1,1,0.828,1,136,1,1,0.1227,3,1.1951,165.24,1,1,4770433.66,0.4771,1,1,1,1,23.11,23,3,1,1,1,1,0.5903,0.8517,1,1,1,0,1
NCRB-SYNTH-109305,Trial Court,Sec 439 CrPC (Regular Bail),15,13,34,1,0,1,1,1,1,1,1,1,0.4904,0,116,1,1,0.1437,6,1.0712,92.17,1,1,6877423.94,0.1649,1,1,1,1,6.45,23,7,1,1,1,9,0.0814,0.0353,3,1,1,0,0
NCRB-SYNTH-109308,Supreme Court,Sec 439 CrPC (Regular Bail),2,20,55,1,0,1,1,1,0,1,1,1,0.7074,0,27,0,0,0.0,4,1.0,75.15,1,1,3471281.07,0.2451,1,1,1,1,7.27,23,5,1,1,1,10,0.1817,0.0758,3,1,1,0,1
NCRB-SYNTH-109313,Trial Court,Trial Judgment,2,17,35,1,0,1,1,1,0,1,1,1,0.6397,1,45,1,1,0.0529,5,1.2621,128.55,1,1,10300782.2,0.3276,1,1,1,1,16.32,24,3,1,1,1,2,0.8549,0.7782,1,1,1,0,1
NCRB-SYNTH-109317,Trial Court,Sec 482 CrPC (Quashing),7,19,38,1,0,1,1,1,1,1,1,1,0.5797,1,116,1,1,0.0742,3,1.061,56.77,1,1,6253575.19,0.222,1,1,1,1,12.65,6,4,1,1,1,7,0.1128,0.0542,3,1,1,0,0
NCRB-SYNTH-109320,Supreme Court,Sec 439 CrPC (Regular Bail),2,17,23,1,0,1,1,1,0,1,1,1,0.6687,1,140,1,1,0.1409,8,1.2252,142.71,1,1,2675517.72,0.9398,1,1,1,1,1.35,21,15,1,1,1,17,0.2474,0.0856,4,1,1,0,1
NCRB-SYNTH-109327,High Court,Sec 439 CrPC (Regular Bail),2,13,32,1,0,1,1,1,1,1,1,1,0.6963,0,58,1,1,0.1023,8,1.1104,114.38,1,1,9287052.2,0.1566,1,1,1,1,8.18,7,14,1,1,1,40,0.1497,0.0403,4,1,1,0,1
NCRB-SYNTH-109330,Trial Court,Sec 482 CrPC (Quashing),2,21,10,1,0,1,1,1,0,1,1,1,0.8419,1,82,0,0,0.0072,7,1.0,154.85,1,1,3591936.15,0.1612,1,1,1,1,29.79,9,13,1,1,1,24,0.1644,0.0511,4,1,1,0,1
NCRB-SYNTH-109332,High Court,Sec 439 CrPC (Regular Bail),27,20,21,1,0,1,1,1,0,1,1,1,0.6605,1,89,1,1,0.0927,5,1.0106,92.95,1,1,9927278.44,0.2818,1,1,1,1,13.24,23,3,1,1,1,38,0.3166,0.0864,4,1,1,0,1
NCRB-SYNTH-109334,High Court,Sec 439 CrPC (Regular Bail),2,18,40,1,0,1,1,1,0,1,1,1,0.6725,1,81,1,1,0.0745,1,1.0,101.06,1,1,10260906.57,0.9217,1,1,1,1,9.95,18,9,1,1,1,1,0.8775,1.2659,1,1,1,0,1
NCRB-SYNTH-109343,Trial Court,Sec 482 CrPC (Quashing),45,24,51,1,0,1,1,1,0,1,1,1,0.7621,1,99,1,1,0.0618,8,1.2159,99.21,1,1,8235790.89,0.5675,1,1,1,1,5.43,21,10,1,1,1,1,0.4416,0.637,1,1,1,0,1
NCRB-SYNTH-109344,High Court,Sec 439 CrPC (Regular Bail),2,11,27,1,0,1,1,1,0,1,1,1,0.5676,1,118,0,0,0.1574,7,1.3188,43.4,1,1,4082583.5,0.1974,1,1,1,1,5.32,17,13,1,1,1,4,0.2232,0.1387,3,1,1,0,0
NCRB-SYNTH-109347,High Court,Trial Judgment,1,8,100,1,0,1,1,1,0,1,1,1,0.3981,1,100,1,1,0.056,1,1.2113,86.04,1,1,6403321.29,0.3288,1,1,1,1,2.13,8,13,1,1,1,1,0.7515,1.0843,1,1,1,0,0
NCRB-SYNTH-109356,High Court,Sec 439 CrPC (Regular Bail),15,5,71,1,0,1,1,1,1,1,1,1,0.5257,1,177,1,1,0.0907,8,1.0935,91.32,1,1,7665309.35,0.4113,1,1,1,1,3.55,15,7,1,1,1,7,0.0887,0.0426,3,1,1,0,0
NCRB-SYNTH-109357,High Court,Sec 439 CrPC (Regular Bail),4,4,66,0,1,1,1,1,1,1,1,1,0.9612,1,25,1,0,0.0566,9,1.2351,168.61,1,1,7601007.12,0.5814,1,1,1,1,66.57,4,7,1,1,1,44,0.1348,0.0354,4,1,1,0,1
NCRB-SYNTH-109362,High Court,Writ Petition (Detention),4,14,92,1,0,1,1,1,0,1,1,1,0.739,1,104,1,1,0.1315,9,1.188,114.72,1,1,12356458.83,0.9219,1,1,1,1,5.27,7,15,1,1,1,2,0.8629,0.7854,1,1,1,0,1
NCRB-SYNTH-109368,Trial Court,Sec 482 CrPC (Quashing),4,19,87,1,0,1,1,1,0,1,1,1,0.8159,1,86,1,1,0.0337,6,1.0,82.16,1,1,8814990.24,0.5183,1,1,1,1,1.5,22,8,1,1,1,11,0.2061,0.0829,3,1,1,1,1
NCRB-SYNTH-109369,High Court,Sec 439 CrPC (Regular Bail),2,18,47,1,1,1,1,1,0,1,1,1,0.8383,0,159,1,0,0.1026,2,1.0725,35.66,1,1,1860304.14,0.5857,1,1,1,1,36.14,13,4,1,1,1,2,0.6352,0.5781,1,1,1,0,1
NCRB-SYNTH-109371,Trial Court,Trial Judgment,7,11,12,1,0,1,1,1,0,1,1,1,0.4304,1,112,1,0,0.103,4,1.1725,49.17,1,1,11892850.35,0.3367,1,1,1,1,5.28,18,7,1,1,1,40,0.1854,0.0499,4,1,1,0,0
NCRB-SYNTH-109394,High Court,Sec 439 CrPC (Regular Bail),7,5,47,0,0,1,1,1,0,1,1,1,0.6998,1,18,1,1,0.0681,3,1.1002,175.83,1,1,14885191.77,0.4023,1,1,1,1,35.06,12,9,1,1,1,11,0.1325,0.0533,3,1,1,0,1
NCRB-SYNTH-109413,High Court,Sec 439 CrPC (Regular Bail),1,21,13,1,0,1,1,1,0,1,1,1,0.7054,0,68,1,1,0.0777,2,1.2701,153.0,1,1,11887409.25,0.9793,1,1,1,1,7.59,23,5,1,1,1,20,0.2593,0.0852,4,1,1,1,1
NCRB-SYNTH-109426,High Court,Sec 439 CrPC (Regular Bail),21,13,60,1,0,1,1,1,0,1,1,1,0.644,1,41,1,1,0.0228,2,1.0032,169.35,1,1,14806881.12,0.3479,1,1,1,1,12.25,22,6,1,1,1,7,0.2195,0.1055,3,1,1,0,1
NCRB-SYNTH-109428,High Court,Sec 439 CrPC (Regular Bail),4,22,86,0,0,1,1,1,1,1,1,1,0.9432,1,84,1,1,0.1799,3,1.1488,50.71,1,1,3090611.15,0.7883,1,1,1,1,18.07,14,15,1,1,1,2,0.8056,0.7333,1,1,1,0,1
NCRB-SYNTH-109430,High Court,Sec 439 CrPC (Regular Bail),2,14,34,1,0,1,1,1,0,1,1,1,0.8619,0,170,1,1,0.0898,4,1.1434,143.44,1,1,12031447.43,0.8217,1,1,1,1,1.61,11,3,1,1,1,5,0.1216,0.0679,3,1,1,0,1
NCRB-SYNTH-109431,Trial Court,Sec 439 CrPC (Regular Bail),2,8,7,1,0,1,1,1,1,1,1,1,0.5241,1,136,1,1,0.1365,7,1.1176,36.89,1,1,7351953.22,0.287,1,1,1,1,2.31,13,10,1,1,1,22,0.2037,0.065,4,1,1,0,0
NCRB-SYNTH-109433,High Court,Sec 439 CrPC (Regular Bail),15,25,65,1,0,1,1,1,0,1,1,1,0.5882,1,72,1,1,0.0429,5,1.047,91.58,1,1,14880572.86,0.9737,1,1,1,1,6.51,23,9,1,1,1,4,0.1034,0.0643,3,1,1,0,0
NCRB-SYNTH-109437,High Court,Writ Petition (Detention),4,22,19,1,0,1,1,1,1,1,1,1,0.6305,1,83,1,1,0.0533,1,1.0984,82.59,1,1,12447442.05,0.1851,1,1,1,1,7.4,19,8,1,1,1,2,0.8965,0.816,1,1,1,0,1
NCRB-SYNTH-109440,High Court,Trial Judgment,4,14,7,1,0,1,1,1,0,1,1,1,0.5743,0,45,1,1,0.0473,9,1.1522,48.71,1,1,2531594.39,0.5693,1,1,1,1,38.24,10,5,1,1,1,11,0.175,0.0704,3,1,1,0,0
NCRB-SYNTH-109448,High Court,Sec 482 CrPC (Quashing),21,17,33,1,0,1,1,1,1,1,1,1,0.8294,1,143,1,0,0.1012,4,1.1575,104.34,1,1,7819153.17,0.2594,1,1,1,1,3.6,15,8,1,1,1,10,0.1366,0.057,3,1,1,0,1
NCRB-SYNTH-109463,Trial Court,Sec 439 CrPC (Regular Bail),7,23,75,1,0,1,1,1,1,1,1,1,0.5061,1,128,0,0,0.104,3,1.1882,55.17,1,1,6480776.7,0.4927,1,1,1,1,13.59,19,8,1,1,1,40,0.1707,0.046,4,1,1,0,0
NCRB-SYNTH-109465,Trial Court,Trial Judgment,7,18,79,0,0,1,1,1,0,1,1,1,0.6178,1,62,0,1,0.118,6,1.155,137.75,1,1,7143097.42,0.9144,1,1,1,1,10.22,7,14,1,1,1,34,0.2265,0.0637,4,1,1,1,1
NCRB-SYNTH-109476,Trial Court,Sec 439 CrPC (Regular Bail),2,12,85,1,0,1,1,1,1,1,1,1,0.4995,1,29,1,0,0.0226,1,1.1136,153.54,1,1,12047927.86,0.8882,1,1,1,1,17.45,22,11,1,1,1,16,0.232,0.0819,4,1,1,0,0
NCRB-SYNTH-109484,High Court,Sec 482 CrPC (Quashing),7,16,59,1,0,1,1,1,0,1,1,1,0.821,1,53,1,1,0.0,3,1.007,157.34,1,1,4416469.08,0.199,1,1,1,1,4.63,15,8,1,1,1,34,0.1065,0.03,4,1,1,0,1
NCRB-SYNTH-109502,Trial Court,Sec 482 CrPC (Quashing),4,24,78,1,0,1,1,1,0,1,1,1,0.5914,1,121,1,1,0.0818,9,1.0246,73.89,1,1,538162.73,0.3491,1,1,1,1,5.98,7,6,1,1,1,28,0.2258,0.067,4,1,1,0,0
NCRB-SYNTH-109518,Supreme Court,Sec 439 CrPC (Regular Bail),21,5,9,1,0,1,1,1,1,1,1,1,0.5589,1,116,1,1,0.0506,6,1.0467,174.09,1,1,9060236.57,0.1742,1,1,1,1,16.78,5,14,1,1,1,41,0.1847,0.0494,4,1,1,0,0
NCRB-SYNTH-109534,High Court,Sec 482 CrPC (Quashing),2,22,80,1,0,1,1,1,0,1,1,1,0.497,1,29,1,1,0.0894,9,1.0349,93.4,1,1,14107715.64,0.506,1,1,1,1,7.66,23,5,1,1,1,25,0.27,0.0829,4,1,1,0,0
NCRB-SYNTH-109538,Trial Court,Sec 439 CrPC (Regular Bail),2,21,42,0,0,1,1,1,1,1,1,1,0.8178,1,100,1,1,0.0902,6,1.0474,68.36,1,1,8311713.89,0.8581,1,1,1,1,23.59,9,4,1,1,1,23,0.1222,0.0384,4,1,1,0,1
NCRB-SYNTH-109553,High Court,Sec 439 CrPC (Regular Bail),1,23,33,1,0,1,1,1,1,1,1,1,0.6382,1,160,1,1,0.0996,6,1.0956,106.25,1,1,2559996.56,0.7859,1,1,1,1,12.69,18,10,1,1,1,9,0.0609,0.0265,3,1,1,0,1
NCRB-SYNTH-109556,High Court,Sec 439 CrPC (Regular Bail),4,11,18,1,0,1,1,1,0,1,1,1,0.4714,1,172,1,0,0.1004,3,1.099,134.16,1,1,4185903.29,0.1959,1,1,1,1,8.8,21,3,1,1,1,36,0.1232,0.0341,4,1,1,1,0
NCRB-SYNTH-109561,Trial Court,Sec 482 CrPC (Quashing),2,3,78,0,0,1,1,1,1,1,1,1,0.652,1,63,1,1,0.0766,2,1.0,38.86,1,1,532043.13,0.9069,1,1,1,1,1.25,25,12,1,1,1,45,0.085,0.0222,4,1,1,0,1
NCRB-SYNTH-109570,High Court,Sec 439 CrPC (Regular Bail),15,13,43,1,0,1,1,1,1,1,1,1,0.7169,1,171,0,0,0.1406,8,1.1797,163.54,1,1,10008101.46,0.1891,1,1,1,1,2.21,13,14,1,1,1,27,0.2252,0.0676,4,1,1,0,1
NCRB-SYNTH-109577,High Court,Sec 439 CrPC (Regular Bail),21,22,27,1,0,1,1,1,0,1,1,1,0.7194,1,27,1,1,0.0724,8,1.0,112.04,1,1,2531836.95,0.4651,1,1,1,1,8.88,18,9,1,1,1,8,0.2086,0.0949,3,1,1,0,1
NCRB-SYNTH-109578,Trial Court,Sec 439 CrPC (Regular Bail),7,25,100,1,0,1,1,1,0,1,1,1,0.4802,0,143,1,1,0.1016,5,1.1855,99.61,1,1,11853679.36,0.2951,1,1,1,1,26.13,15,12,1,1,1,43,0.2112,0.0558,4,1,1,0,0
NCRB-SYNTH-109586,High Court,Sec 482 CrPC (Quashing),2,15,90,1,0,1,1,1,0,1,1,1,0.4455,1,157,1,1,0.0832,3,1.2795,179.77,1,1,7165427.79,0.9525,1,1,1,1,1.63,25,13,1,1,1,31,0.1532,0.0442,4,1,1,0,0
NCRB-SYNTH-109590,Supreme Court,Sec 439 CrPC (Regular Bail),2,21,27,1,0,1,1,1,0,1,1,1,0.4353,0,158,1,1,0.1586,2,1.0435,108.53,1,1,7023193.15,0.3225,1,1,1,1,10.0,24,7,1,1,1,19,0.1,0.0334,4,1,1,0,0
NCRB-SYNTH-109593,Trial Court,Sec 439 CrPC (Regular Bail),27,6,66,1,0,1,1,1,1,1,1,1,0.6356,1,174,1,1,0.1032,1,1.0938,157.41,1,1,6294769.02,0.3792,1,1,1,1,14.6,16,15,1,1,1,17,0.2417,0.0836,4,1,1,0,1
NCRB-SYNTH-109602,High Court,Sec 482 CrPC (Quashing),2,15,38,1,0,1,1,1,1,1,1,1,0.7854,1,108,1,1,0.1323,7,1.1332,96.57,1,1,9360116.76,0.4093,1,1,1,1,3.64,5,14,1,1,1,7,0.0718,0.0345,3,1,1,1,1
NCRB-SYNTH-109606,Trial Court,Sec 439 CrPC (Regular Bail),4,9,30,1,0,1,1,1,0,1,1,1,0.623,1,87,1,1,0.0855,6,1.1062,132.36,1,1,1847240.96,0.3728,1,1,1,1,11.35,20,14,1,1,1,10,0.0775,0.0323,3,1,1,0,1
NCRB-SYNTH-109607,High Court,Sec 439 CrPC (Regular Bail),4,22,8,1,0,1,1,1,0,1,1,1,0.6951,0,92,1,1,0.1524,2,1.0039,101.6,1,1,9790020.61,0.9123,1,1,1,1,37.2,20,7,1,1,1,8,0.2343,0.1066,3,1,1,0,1
NCRB-SYNTH-109610,High Court,Sec 482 CrPC (Quashing),45,11,49,1,0,1,1,1,0,1,1,1,0.4202,1,153,1,0,0.0544,1,1.0415,142.17,1,1,14112056.57,0.6865,1,1,1,1,20.41,22,4,1,1,1,7,0.2375,0.1142,3,1,1,0,0
NCRB-SYNTH-109619,Trial Court,Sec 439 CrPC (Regular Bail),2,10,16,1,0,1,1,1,1,1,1,1,0.7919,1,35,1,1,0.0,2,1.0,73.32,1,1,13791900.53,0.1856,1,1,1,1,28.75,24,13,1,1,1,8,0.2323,0.1057,3,1,1,0,1
NCRB-SYNTH-109624,High Court,Sec 439 CrPC (Regular Bail),1,20,7,1,0,1,1,1,0,1,1,1,0.6247,1,133,0,1,0.1036,9,1.0494,168.83,1,1,12685161.12,0.6814,1,1,1,1,5.63,16,4,1,1,1,5,0.1605,0.0896,3,1,1,0,1
