case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-109442,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,0,1,0,1,0.7526,1,16,1,0,0.0981,5,1.1423,151.0,5257.95,0.1359,1,0,1,1,1,3,0,1,1,0,1,1,0,0,0,4,0.0343,0.0213,2,0,1
NCRB-SYNTH-109446,Trial Court,Trial Judgment,1,3,1,1,1,0,0,1,0,0,0.6064,0,136,0,0,0.0408,7,1.1929,137.17,41833.09,0.0247,0,0,1,1,1,6,1,1,1,0,1,0,1,1,0,2,0.0811,0.0738,2,0,0
NCRB-SYNTH-109453,Trial Court,Trial Judgment,1,1,2,0,1,0,0,1,0,1,0.5101,1,91,0,0,0.0164,4,1.0724,101.25,25286.66,0.0776,0,0,1,1,1,3,0,1,1,0,1,1,1,0,0,1,0.0146,0.0211,2,0,0
NCRB-SYNTH-109454,Trial Court,Sec 482 CrPC (Quashing),4,2,2,0,1,0,1,1,0,0,0.8812,1,72,1,1,0.1114,6,1.1935,92.48,18423.59,0.1839,1,0,1,1,1,3,1,0,0,1,0,1,1,0,1,3,0.0509,0.0367,2,1,0
NCRB-SYNTH-109462,High Court,Writ Petition (Detention),15,3,2,0,1,1,0,1,0,0,0.5606,1,137,0,0,0.1096,7,1.3828,44.55,19014.79,0.076,1,1,0,1,1,3,0,0,0,1,1,0,1,1,0,1,0.0857,0.1236,2,1,0
NCRB-SYNTH-109480,High Court,Writ Petition (Detention),1,1,2,0,1,1,0,1,0,0,0.4062,1,170,0,0,0.1145,7,1.153,103.73,22935.51,0.1429,1,1,1,1,0,3,1,0,0,1,1,1,0,0,0,4,0.0109,0.0067,2,1,0
NCRB-SYNTH-109481,Trial Court,Trial Judgment,15,2,1,0,1,0,1,1,0,0,0.7824,1,127,0,0,0.0823,7,1.0207,45.3,9295.51,0.0054,1,1,0,1,0,4,0,0,0,1,1,0,0,0,1,4,0.0472,0.0293,0,1,0
NCRB-SYNTH-109487,High Court,Trial Judgment,2,4,2,1,1,0,0,1,0,1,0.9296,1,147,0,1,0.0,8,1.0325,61.23,33522.67,0.0986,1,0,1,1,0,3,0,0,0,1,0,0,1,0,0,4,0.0743,0.0461,0,1,0
NCRB-SYNTH-109488,High Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,0,0,1,0,0,0.5062,0,16,0,0,0.0972,9,1.0322,155.93,9956.83,0.0003,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,2,0.0902,0.0821,2,1,0
NCRB-SYNTH-109489,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,0,0,1,0,1,0.5181,0,63,0,0,0.0822,8,1.3012,101.54,44530.58,0.145,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,3,0.0661,0.0477,2,1,0
NCRB-SYNTH-109492,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,0,1,1,0,0,0.6968,0,41,0,0,0.0702,6,1.0126,38.92,17116.55,0.1239,1,1,0,1,0,4,0,0,0,1,1,1,1,0,0,1,0.0729,0.1052,2,1,0
NCRB-SYNTH-109494,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,0,1,0.6901,1,88,1,1,0.1179,2,1.1908,146.13,5244.79,0.1686,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,4,0.0798,0.0496,2,1,0
NCRB-SYNTH-109507,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,0,0,1,0,0,0.6144,0,135,0,1,0.0738,8,1.3127,79.64,44185.13,0.0157,1,1,1,1,1,3,0,0,0,1,1,0,0,0,0,4,0.0676,0.042,2,1,0
NCRB-SYNTH-109510,Trial Court,Sec 439 CrPC (Regular Bail),2,1,1,0,1,0,0,1,0,0,0.8709,0,31,1,1,0.0806,6,1.0894,67.38,36302.36,0.1999,1,1,0,0,1,3,0,0,0,1,0,0,0,0,1,3,0.0255,0.0184,0,1,0
NCRB-SYNTH-109513,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,0,1,0,0,0.7112,1,56,0,0,0.0672,9,1.1438,170.69,22267.4,0.0073,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0.0391,0.0243,2,1,0
NCRB-SYNTH-109516,Trial Court,Writ Petition (Detention),15,4,2,0,1,1,1,1,0,0,0.8711,1,114,0,0,0.0737,3,1.0,168.4,18723.6,0.0878,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,3,0.0265,0.0191,2,1,0
NCRB-SYNTH-109525,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,0,1,0,0,0.6886,1,70,0,0,0.0592,6,1.0159,148.54,34809.51,0.0628,1,0,1,1,1,2,1,1,1,0,0,1,1,0,0,1,0.0637,0.0919,2,0,1
NCRB-SYNTH-109528,High Court,Sec 482 CrPC (Quashing),4,2,1,1,1,1,1,1,0,1,0.8776,0,137,1,1,0.1119,9,1.0,148.4,39518.13,0.0557,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,4,0.0538,0.0334,2,1,0
NCRB-SYNTH-109531,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,0,0,1,1,0,0.7769,1,41,0,0,0.1734,1,1.0,85.82,24556.28,0.1814,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0.0272,0.0392,0,1,0
NCRB-SYNTH-109539,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,0,0,1,0,0,0.8189,1,20,0,0,0.0877,8,1.0937,43.53,20854.93,0.0216,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,2,0.0938,0.0854,2,1,0
NCRB-SYNTH-109541,High Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,0,1,1,0,1,0.4269,1,17,1,1,0.1242,1,1.0624,146.4,16278.27,0.1446,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,2,0.0115,0.0105,2,1,0
NCRB-SYNTH-109546,Trial Court,Trial Judgment,4,1,1,0,1,0,0,1,0,0,0.444,1,86,0,0,0.1186,3,1.1064,111.47,23818.59,0.0337,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,3,0.076,0.0548,0,1,0
NCRB-SYNTH-109547,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,0,1,0,0,0.8963,1,71,1,1,0.1367,4,1.2334,170.82,38601.43,0.0526,1,0,0,1,0,2,1,1,1,0,0,0,1,0,0,1,0.0558,0.0805,2,1,1
NCRB-SYNTH-109548,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,0,1,1,0,0.6713,1,172,0,0,0.0785,6,1.0752,38.48,37227.2,0.025,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,3,0.0128,0.0092,0,1,0
NCRB-SYNTH-109551,High Court,Writ Petition (Detention),4,2,1,0,1,0,1,1,0,0,0.9882,1,94,1,1,0.0447,7,1.3367,144.01,7206.0,0.1932,1,1,1,1,1,2,1,0,0,1,1,0,1,0,1,2,0.0181,0.0165,2,1,0
NCRB-SYNTH-109557,Trial Court,Trial Judgment,1,1,1,0,1,0,0,1,0,1,0.4948,1,141,0,0,0.0926,8,1.1688,100.31,24419.75,0.1355,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0.0298,0.0431,2,1,0
NCRB-SYNTH-109562,Trial Court,Writ Petition (Detention),1,4,1,0,1,0,0,1,1,1,0.645,1,150,0,0,0.0532,7,1.1454,103.16,19803.08,0.1404,0,1,1,1,1,4,1,0,0,1,1,1,0,0,0,1,0.0405,0.0584,2,1,0
NCRB-SYNTH-109572,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,0,1,1,0,0,0.5108,1,76,1,1,0.0711,7,1.0453,93.95,37380.24,0.0427,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,2,0.0475,0.0432,2,0,0
NCRB-SYNTH-109573,Trial Court,Sec 439 CrPC (Regular Bail),2,2,1,0,1,0,0,1,1,0,0.4986,1,73,0,0,0.0754,5,1.1571,147.26,37670.65,0.0462,1,1,1,1,1,3,1,0,0,1,1,1,1,0,0,4,0.0945,0.0587,0,1,0
NCRB-SYNTH-109574,Trial Court,Sec 482 CrPC (Quashing),1,2,2,1,1,1,0,1,0,0,0.5565,1,171,0,0,0.0548,8,1.0,124.83,28508.96,0.1097,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,2,0.0909,0.0827,2,1,0
NCRB-SYNTH-109579,Trial Court,Trial Judgment,21,2,1,0,1,0,0,1,0,1,0.5087,1,121,0,0,0.0725,8,1.1468,30.32,18190.97,0.1781,1,0,1,1,1,6,0,1,1,0,1,1,0,0,1,2,0.0249,0.0226,2,0,0
NCRB-SYNTH-109583,Trial Court,Trial Judgment,1,1,2,0,1,0,0,1,0,1,0.8433,1,98,0,0,0.1046,5,1.0,105.18,12428.78,0.0446,1,1,0,1,1,2,1,0,0,1,0,1,1,0,0,3,0.0198,0.0143,2,1,0
NCRB-SYNTH-109584,Trial Court,Sec 482 CrPC (Quashing),21,5,1,0,1,0,1,1,0,1,0.6479,1,81,0,0,0.0852,5,1.0601,118.79,10218.88,0.0134,1,0,1,0,0,2,0,1,1,0,1,0,0,1,0,4,0.0404,0.0251,2,0,0
NCRB-SYNTH-109587,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,0,1,0,0,0.6923,1,41,0,1,0.1534,6,1.2082,107.0,16751.34,0.0782,0,0,0,1,1,2,1,1,1,0,1,0,0,0,1,2,0.0716,0.0652,2,0,1
NCRB-SYNTH-109592,High Court,Sec 482 CrPC (Quashing),1,4,1,1,1,0,0,1,0,0,0.7245,1,16,0,0,0.0722,9,1.145,159.86,15289.5,0.1235,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,0.0646,0.0588,0,1,0
NCRB-SYNTH-109601,Trial Court,Sec 482 CrPC (Quashing),7,4,1,0,1,1,0,1,0,0,0.9106,1,56,0,0,0.0006,6,1.0496,73.84,25626.46,0.1029,1,0,1,1,0,3,1,1,1,0,1,1,0,0,0,4,0.0731,0.0454,2,0,1
NCRB-SYNTH-109603,Trial Court,Trial Judgment,1,5,2,0,1,1,0,1,0,0,0.9473,1,92,0,0,0.1265,3,1.1114,53.23,24065.54,0.0862,1,1,0,1,0,2,0,0,0,1,1,0,0,1,1,2,0.017,0.0154,2,1,0
NCRB-SYNTH-109604,Trial Court,Trial Judgment,7,4,2,0,1,0,0,1,0,1,0.5702,0,129,0,0,0.1595,2,1.1679,149.06,39712.23,0.0487,1,0,1,1,0,6,1,0,0,1,1,0,1,0,0,2,0.094,0.0856,2,1,0
NCRB-SYNTH-109614,High Court,Writ Petition (Detention),4,1,2,0,1,0,0,1,0,0,0.4103,1,43,0,0,0.0746,1,1.1216,81.62,17814.09,0.1726,1,1,1,1,1,4,0,0,0,1,1,0,1,0,1,3,0.0664,0.0479,2,1,0
NCRB-SYNTH-109620,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,1,1,0,1,0.8757,1,70,0,0,0.0921,7,1.0,60.71,7345.74,0.1719,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,2,0.0698,0.0635,2,1,0
NCRB-SYNTH-109622,Trial Court,Sec 439 CrPC (Regular Bail),7,3,1,0,1,1,0,1,0,0,0.8894,1,83,0,0,0.0595,6,1.3262,155.63,14833.61,0.0129,1,1,1,1,0,3,0,0,0,1,0,1,0,0,1,3,0.0439,0.0316,2,1,0
NCRB-SYNTH-109629,High Court,Writ Petition (Detention),1,4,2,0,1,0,0,1,0,1,0.768,1,170,0,0,0.0503,5,1.0,46.52,28574.2,0.1331,1,1,1,1,1,4,0,0,0,1,0,0,1,0,0,2,0.055,0.05,2,1,0
NCRB-SYNTH-109631,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,0,0,1,0,0,0.627,1,91,1,1,0.1227,8,1.1116,83.08,23859.01,0.0192,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,2,0.0907,0.0826,2,1,0
NCRB-SYNTH-109633,Trial Court,Sec 482 CrPC (Quashing),7,3,1,0,1,0,0,1,0,0,0.4134,1,67,1,1,0.0047,2,1.0114,169.02,22154.5,0.0717,1,1,1,1,1,3,0,0,0,1,0,0,1,0,0,2,0.0626,0.0569,2,1,0
NCRB-SYNTH-109636,High Court,Sec 439 CrPC (Regular Bail),15,1,2,0,1,0,0,1,0,1,0.8104,1,98,1,0,0.1185,8,1.1831,153.82,17928.86,0.1125,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,3,0.0774,0.0558,2,1,0
NCRB-SYNTH-109638,High Court,Sec 439 CrPC (Regular Bail),4,5,1,0,1,1,0,1,0,0,0.67,1,60,0,0,0.0849,5,1.0715,45.21,23824.47,0.0206,1,1,1,1,1,2,1,0,0,1,1,1,1,0,0,2,0.0362,0.033,2,1,0
NCRB-SYNTH-109640,Trial Court,Sec 439 CrPC (Regular Bail),2,3,1,0,1,0,0,1,0,1,0.5772,1,70,0,0,0.0518,1,1.2457,140.66,43699.65,0.0504,1,1,0,0,1,4,1,0,0,1,1,1,0,1,1,1,0.0788,0.1136,2,1,0
NCRB-SYNTH-109644,High Court,Writ Petition (Detention),1,5,2,0,1,0,0,1,1,1,0.8655,0,137,0,1,0.1135,3,1.0,143.64,22439.62,0.0411,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,4,0.0818,0.0508,2,1,0
NCRB-SYNTH-109652,Trial Court,Sec 439 CrPC (Regular Bail),4,5,1,0,1,0,1,1,0,0,0.4166,1,100,1,1,0.025,8,1.0,151.67,20687.54,0.1733,1,0,1,0,0,3,0,1,1,0,1,1,1,0,0,2,0.0201,0.0183,2,0,0
NCRB-SYNTH-109658,Trial Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,0,1,1,0,0,0.5632,0,38,1,1,0.091,8,1.0,159.31,37298.59,0.1091,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0.0426,0.0388,2,1,0
NCRB-SYNTH-109664,High Court,Trial Judgment,21,4,1,1,1,1,0,1,0,0,0.7853,1,55,0,0,0.1829,3,1.0341,63.86,30075.85,0.0612,0,1,1,1,1,2,1,0,0,1,1,0,1,1,0,2,0.0209,0.019,2,1,0
NCRB-SYNTH-109667,High Court,Sec 482 CrPC (Quashing),2,3,2,0,1,0,0,1,0,0,0.652,1,19,0,0,0.0974,5,1.1087,115.95,29647.44,0.1112,1,1,1,1,0,3,1,0,0,1,1,0,0,0,1,2,0.0689,0.0627,2,1,0
NCRB-SYNTH-109674,Trial Court,Trial Judgment,4,5,1,0,1,1,0,1,0,1,0.5924,1,13,0,0,0.1464,3,1.236,160.35,25462.58,0.0812,1,0,1,1,0,5,1,0,0,1,1,0,0,0,0,1,0.0543,0.0783,0,1,0
NCRB-SYNTH-109678,Trial Court,Trial Judgment,1,3,1,0,1,0,0,1,0,1,0.6389,1,109,0,0,0.1185,4,1.0,59.74,15126.72,0.0958,1,0,1,1,1,7,1,0,0,1,1,1,1,0,0,1,0.0847,0.1222,2,1,0
NCRB-SYNTH-109682,Trial Court,Sec 482 CrPC (Quashing),4,2,1,0,1,0,1,1,0,1,0.518,0,147,0,0,0.0911,4,1.0472,57.77,36125.7,0.1557,1,0,0,0,0,3,0,0,0,1,1,1,1,0,0,4,0.081,0.0503,2,1,0
NCRB-SYNTH-109706,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,0,1,1,0,1,0.6657,1,101,1,1,0.0418,1,1.0315,64.3,7659.38,0.1967,0,1,1,1,0,4,0,0,0,1,1,0,1,0,0,1,0.0446,0.0643,2,1,0
NCRB-SYNTH-109707,Trial Court,Trial Judgment,1,3,2,0,1,0,0,1,0,0,0.7641,1,20,0,0,0.1133,3,1.1329,33.37,23759.2,0.1269,1,1,1,1,0,6,0,0,0,1,1,1,0,0,0,4,0.0209,0.013,0,1,0
NCRB-SYNTH-109711,Trial Court,Sec 439 CrPC (Regular Bail),2,3,2,0,1,0,0,1,0,0,0.6727,1,42,0,0,0.0648,5,1.2792,75.1,5942.49,0.0117,1,1,1,1,1,4,0,0,0,1,1,1,1,1,0,2,0.057,0.0519,2,1,0
NCRB-SYNTH-109719,Trial Court,Trial Judgment,2,5,2,0,1,1,0,1,0,1,0.6245,0,145,0,0,0.0813,9,1.0,146.83,13309.76,0.1413,1,1,1,1,1,4,1,0,0,1,1,0,0,0,0,4,0.0997,0.0619,2,1,0
NCRB-SYNTH-109725,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,1,1,0,0,1,0,0,0.773,1,123,0,0,0.0718,3,1.3707,108.15,42630.41,0.1791,1,1,1,1,1,3,0,0,0,1,0,1,0,0,0,1,0.0822,0.1186,2,1,0
NCRB-SYNTH-109729,Trial Court,Sec 439 CrPC (Regular Bail),7,5,1,0,1,0,0,1,0,0,0.7352,1,121,0,0,0.1066,1,1.1355,83.49,39657.65,0.1194,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,0.0188,0.0171,2,1,0
NCRB-SYNTH-109730,High Court,Writ Petition (Detention),4,3,1,0,1,0,1,1,0,0,0.8122,1,104,0,1,0.1242,2,1.0219,47.47,27702.9,0.0904,1,0,0,1,1,2,1,0,0,1,1,1,1,0,0,1,0.0414,0.0597,2,1,0
NCRB-SYNTH-109731,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,1,0,1,0,0,0.4157,0,24,1,1,0.0565,7,1.1572,91.98,4426.27,0.1931,1,1,0,0,1,4,0,0,0,1,1,1,1,0,0,2,0.0479,0.0436,2,1,0
NCRB-SYNTH-109738,Trial Court,Trial Judgment,1,2,1,1,1,1,0,1,0,1,0.484,1,25,0,0,0.0837,5,1.1314,39.08,28293.61,0.0842,1,1,1,1,1,3,1,0,0,1,0,0,1,1,0,4,0.049,0.0305,2,1,0
NCRB-SYNTH-109741,High Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,0,1,0,1,0.68,1,79,0,0,0.0464,5,1.0732,37.49,29805.19,0.0289,1,0,1,1,1,2,1,1,1,0,0,1,1,0,1,2,0.0641,0.0583,2,0,1
NCRB-SYNTH-109742,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,0,1,0,0,0.6775,0,97,0,0,0.0066,7,1.2189,168.97,31028.98,0.0236,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,3,0.094,0.0678,2,1,0
NCRB-SYNTH-109749,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,1,0,1,1,0,0.474,1,125,0,1,0.1197,3,1.142,177.3,24136.85,0.1045,1,1,1,1,0,3,1,0,0,1,1,0,0,0,0,2,0.0208,0.019,2,1,0
NCRB-SYNTH-109752,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,1,1,0,0,1,0,0,0.6747,1,106,1,1,0.0481,4,1.2436,91.87,3711.48,0.0192,1,1,0,1,1,2,0,0,0,1,1,1,1,1,0,3,0.0328,0.0236,2,1,0
NCRB-SYNTH-109759,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,0,1,0,0,0.5062,1,10,0,0,0.1008,6,1.0,40.52,34293.01,0.1833,1,0,1,1,0,4,1,1,1,0,1,1,0,1,0,4,0.0116,0.0072,2,0,0
NCRB-SYNTH-109762,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,0,1,1,0,0,0.5915,1,159,0,0,0.0734,2,1.0041,44.07,11639.56,0.0565,1,0,0,1,1,4,0,1,1,0,1,0,0,0,0,4,0.0906,0.0563,2,0,0
NCRB-SYNTH-109770,Trial Court,Sec 482 CrPC (Quashing),1,1,1,0,1,0,1,1,0,0,0.685,1,23,1,0,0.1005,1,1.0,118.99,6566.82,0.0854,1,0,1,1,1,4,0,0,0,1,1,0,1,0,0,3,0.0681,0.0492,2,1,0
NCRB-SYNTH-109773,Trial Court,Writ Petition (Detention),2,4,1,0,1,0,1,1,0,0,0.8777,1,77,0,1,0.0596,7,1.044,37.12,4240.31,0.1516,1,1,0,1,1,3,0,0,0,1,1,1,0,0,0,4,0.0848,0.0527,2,1,0
NCRB-SYNTH-109787,Trial Court,Sec 439 CrPC (Regular Bail),7,4,2,0,1,1,1,1,0,0,0.4802,1,125,0,0,0.0906,4,1.0292,54.27,13030.86,0.055,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,3,0.0597,0.0431,2,1,0
NCRB-SYNTH-109790,Trial Court,Sec 482 CrPC (Quashing),7,3,2,0,1,0,0,1,1,0,0.7955,1,21,1,1,0.1064,8,1.0734,77.19,35704.94,0.0973,1,0,1,1,1,5,0,1,1,0,1,0,0,0,0,4,0.0715,0.0444,2,1,1
NCRB-SYNTH-109793,Trial Court,Trial Judgment,1,4,2,1,1,1,0,1,0,0,0.4694,1,104,0,1,0.0948,2,1.0886,36.51,29057.99,0.0702,1,1,0,1,1,3,0,0,0,1,1,0,1,0,0,3,0.0794,0.0573,2,1,0
NCRB-SYNTH-109803,High Court,Sec 439 CrPC (Regular Bail),2,5,2,0,1,1,0,1,0,0,0.9681,1,145,0,0,0.0504,5,1.0,81.2,40188.9,0.1408,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0798,0.1151,2,1,0
NCRB-SYNTH-109811,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,0,0,1,0,0,0.5119,1,182,0,0,0.099,5,1.2025,143.35,38490.78,0.1635,1,1,0,1,0,4,1,0,0,1,1,0,1,1,0,1,0.0256,0.0369,2,1,0
NCRB-SYNTH-109824,Trial Court,Sec 482 CrPC (Quashing),4,1,2,0,1,0,0,1,0,1,0.7717,1,167,0,0,0.0328,6,1.0,38.07,27503.76,0.1617,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,3,0.0767,0.0553,0,1,0
NCRB-SYNTH-109833,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,1,0,1,1,0,0.7445,1,41,0,1,0.1088,9,1.3949,41.46,42017.57,0.1805,1,0,1,1,0,3,1,1,1,0,1,1,1,0,1,1,0.0519,0.0749,0,1,1
NCRB-SYNTH-109835,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,1,1,0,1,0.8026,1,136,1,1,0.117,7,1.1945,112.04,42558.4,0.1682,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,4,0.0999,0.0621,2,0,1
NCRB-SYNTH-109836,High Court,Sec 482 CrPC (Quashing),1,1,2,0,1,0,1,1,0,0,0.6938,1,115,1,1,0.0937,7,1.2665,160.02,20554.7,0.1091,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,2,0.0292,0.0265,2,1,0
NCRB-SYNTH-109845,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,1,1,0,0,1,0,0,0.514,1,141,0,1,0.0485,6,1.1014,54.8,24680.23,0.1316,1,1,1,0,0,3,0,0,0,1,0,0,1,0,1,3,0.0696,0.0502,2,1,0
NCRB-SYNTH-109853,High Court,Sec 482 CrPC (Quashing),2,1,1,0,1,1,0,1,0,0,0.7565,1,63,0,0,0.1325,2,1.1358,145.22,8206.36,0.0774,1,0,1,1,1,4,1,1,1,0,1,0,1,0,0,3,0.028,0.0202,0,1,1
NCRB-SYNTH-109857,Trial Court,Sec 439 CrPC (Regular Bail),21,4,1,0,1,0,0,1,1,0,0.4435,1,156,0,0,0.1056,3,1.1438,113.59,40733.66,0.003,1,1,1,1,0,3,0,0,0,1,1,1,0,0,0,1,0.0424,0.0612,2,1,0
NCRB-SYNTH-109860,High Court,Writ Petition (Detention),2,2,1,1,1,0,0,1,0,1,0.5693,1,46,0,1,0.0805,8,1.3328,47.6,19196.57,0.1392,1,1,0,1,1,3,0,0,0,1,1,1,1,0,0,1,0.0305,0.044,2,1,0
NCRB-SYNTH-109866,Trial Court,Writ Petition (Detention),1,4,1,0,1,1,0,1,0,0,0.7913,1,131,0,0,0.0835,3,1.0934,85.56,42863.99,0.1453,1,1,1,1,0,3,1,0,0,1,1,0,1,0,0,3,0.0891,0.0643,2,1,0
NCRB-SYNTH-109868,Trial Court,Trial Judgment,21,4,2,0,1,0,0,1,0,0,0.4633,1,159,1,1,0.0704,6,1.2786,136.15,10309.55,0.0659,1,0,1,1,1,3,0,1,1,0,0,0,0,0,0,2,0.0671,0.0611,2,0,0
NCRB-SYNTH-109870,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,0,1,0,0,0.8351,1,86,0,0,0.1206,5,1.0637,156.84,33403.24,0.0963,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,3,0.0449,0.0324,2,1,0
NCRB-SYNTH-109876,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,1,1,0,0,0.8221,1,171,1,1,0.0818,8,1.2255,69.77,44008.1,0.0282,1,1,1,1,1,5,0,0,0,1,0,0,1,0,0,2,0.0226,0.0206,2,1,0
NCRB-SYNTH-109877,Trial Court,Sec 439 CrPC (Regular Bail),2,2,1,0,1,0,1,1,0,0,0.7667,1,67,0,0,0.0982,3,1.1589,47.98,21518.25,0.0833,1,1,1,0,1,2,0,0,0,1,1,0,0,0,0,3,0.0475,0.0343,2,1,0
NCRB-SYNTH-109885,Trial Court,Writ Petition (Detention),4,2,1,0,1,0,0,1,0,0,0.5935,1,118,0,1,0.0569,1,1.0895,171.8,40016.47,0.0195,1,1,1,0,1,2,0,0,0,1,1,1,0,0,1,3,0.0448,0.0323,2,1,0
NCRB-SYNTH-109889,Trial Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,1,1,1,0,0,0.8612,1,39,0,0,0.0852,1,1.0,120.05,43421.82,0.0262,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,4,0.0795,0.0494,2,1,0
NCRB-SYNTH-109892,High Court,Writ Petition (Detention),1,3,1,0,1,0,0,1,0,1,0.6758,1,35,1,1,0.0937,7,1.0814,122.08,30874.29,0.1831,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,2,0.0532,0.0484,2,1,0
NCRB-SYNTH-109896,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,0,1,0,1,0.8321,1,158,0,0,0.1289,3,1.1294,120.34,23276.29,0.1168,0,1,1,1,0,3,1,0,0,1,1,0,1,0,0,3,0.0204,0.0147,2,1,0
NCRB-SYNTH-109900,Trial Court,Sec 439 CrPC (Regular Bail),15,2,2,0,1,0,0,1,1,1,0.409,0,110,0,0,0.1191,9,1.1685,43.1,39164.37,0.1372,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,2,0.0701,0.0638,2,1,0
NCRB-SYNTH-109901,High Court,Trial Judgment,2,2,2,0,1,0,0,1,0,0,0.9152,1,42,1,0,0.0968,8,1.1288,86.17,42299.87,0.0462,1,1,1,1,1,5,1,0,0,1,0,0,0,1,0,3,0.0352,0.0254,2,1,0
