case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_411,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-109321,High Court,Sec 439 CrPC (Regular Bail),21,5,1,0,1,1,0,0,1,1,1,1,0.8654,1,158,0,0,0.0383,3,1.1772,67.57,0,30665.39,0.0357,0,0,1,1,37,0.1972,0.0542,4,1,1
NCRB-SYNTH-109328,Trial Court,Sec 439 CrPC (Regular Bail),7,3,1,0,1,1,0,1,1,1,1,0,0.4962,1,106,1,0,0.1049,4,1.0032,39.07,0,50117.85,0.1726,1,1,0,1,11,0.1039,0.0418,5,1,0
NCRB-SYNTH-109329,High Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,1,0.834,1,116,0,1,0.0889,7,1.1114,95.25,0,114787.09,0.0622,0,0,1,1,15,0.2305,0.0831,4,1,1
NCRB-SYNTH-109336,High Court,Sec 482 CrPC (Quashing),2,1,1,0,1,1,0,1,1,1,1,1,0.91,1,78,1,1,0.0861,4,1.0,73.03,1,27103.54,0.1622,0,0,1,1,11,0.2449,0.0985,5,1,1
NCRB-SYNTH-109339,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,1,1,0,1,1,1,0,0.7022,1,71,0,0,0.0,3,1.108,46.79,1,34332.96,0.1985,0,0,1,0,10,0.0524,0.0219,5,1,1
NCRB-SYNTH-109352,High Court,Trial Judgment,1,5,2,0,1,1,1,0,1,1,1,1,0.87,0,62,0,0,0.1215,9,1.0177,159.51,1,148967.98,0.1167,1,1,0,1,24,0.1151,0.0357,4,1,1
NCRB-SYNTH-109354,Trial Court,Writ Petition (Detention),2,1,2,0,1,1,1,0,1,1,1,1,0.5214,1,162,0,0,0.0405,2,1.2513,49.4,0,19419.49,0.0625,1,1,0,1,11,0.2359,0.095,5,1,0
NCRB-SYNTH-109365,Trial Court,Writ Petition (Detention),7,3,2,1,1,1,0,0,1,1,1,1,0.4644,1,92,0,0,0.0196,6,1.0068,41.78,0,104540.97,0.1388,1,1,0,1,1,0.0645,0.0931,2,1,0
NCRB-SYNTH-109376,Trial Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,1,1,1,1,1,1,1,0.7585,1,152,0,0,0.0657,4,1.0,178.5,1,64848.93,0.0409,1,1,0,1,11,0.2251,0.0906,5,1,1
NCRB-SYNTH-109380,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,1,1,1,1,1,1,0.6807,1,90,1,0,0.101,3,1.0406,65.32,0,124786.99,0.1339,1,1,0,1,2,0.0546,0.0497,2,1,0
NCRB-SYNTH-109382,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,1,1,1,0,0,1,1,1,0,0.6297,1,89,1,1,0.0683,6,1.0,168.26,0,139306.3,0.1365,1,1,0,1,1,0.0834,0.1204,2,1,0
NCRB-SYNTH-109388,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,1,0,1,1,1,1,0.8726,0,20,0,0,0.0725,3,1.0,55.25,0,133182.1,0.0192,1,1,0,0,18,0.1361,0.0462,4,1,1
NCRB-SYNTH-109393,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,0,0,1,1,1,1,0.9407,1,46,1,1,0.153,9,1.0959,42.18,0,96472.33,0.0317,1,1,0,1,1,0.0424,0.0612,2,1,1
NCRB-SYNTH-109402,Trial Court,Sec 482 CrPC (Quashing),27,4,1,0,1,1,1,0,1,1,1,1,0.8275,1,65,1,1,0.1061,5,1.1178,167.08,0,138824.3,0.0273,1,1,0,0,24,0.172,0.0534,4,1,1
NCRB-SYNTH-109404,Trial Court,Writ Petition (Detention),1,3,1,0,1,1,0,1,1,1,1,1,0.8423,1,100,0,0,0.0,7,1.2502,56.12,0,130610.04,0.0731,1,1,0,1,21,0.3084,0.0998,4,1,1
NCRB-SYNTH-109407,High Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,0,0,1,1,1,1,0.6643,1,56,0,0,0.0942,6,1.1,64.34,0,149991.47,0.0274,1,1,0,0,10,0.1463,0.061,5,1,0
NCRB-SYNTH-109418,High Court,Writ Petition (Detention),4,1,1,0,1,1,1,0,1,1,1,1,0.5342,1,129,1,0,0.0636,7,1.034,99.66,1,44416.72,0.1341,1,1,0,0,9,0.2393,0.1039,5,1,0
NCRB-SYNTH-109427,Trial Court,Writ Petition (Detention),4,3,2,0,1,1,1,0,1,1,1,1,0.855,0,30,0,0,0.0812,4,1.0,116.97,0,34903.59,0.0625,1,1,0,1,39,0.2162,0.0586,4,1,1
NCRB-SYNTH-109434,High Court,Trial Judgment,1,3,1,0,1,1,1,0,1,1,1,0,0.5244,1,129,0,0,0.0,8,1.1478,177.8,0,124125.63,0.1242,1,1,0,0,11,0.1459,0.0587,5,1,0
NCRB-SYNTH-109435,High Court,Writ Petition (Detention),4,1,2,0,1,1,0,0,1,1,1,1,0.7738,0,145,0,1,0.0777,5,1.1506,73.04,0,132029.82,0.1575,0,0,1,1,10,0.0624,0.026,5,1,1
NCRB-SYNTH-109436,High Court,Trial Judgment,2,1,1,0,1,1,0,1,1,1,1,1,0.5637,0,107,0,0,0.0823,6,1.0674,98.57,0,110260.65,0.0386,1,1,0,1,3,0.0756,0.0546,2,1,0
NCRB-SYNTH-109438,Trial Court,Writ Petition (Detention),1,4,1,0,1,1,0,0,1,1,1,1,0.8131,1,86,1,1,0.0495,9,1.1767,123.31,1,82489.27,0.1313,1,1,0,0,3,0.0587,0.0423,2,1,1
NCRB-SYNTH-109443,Trial Court,Writ Petition (Detention),2,1,1,1,1,1,1,0,1,1,1,1,0.7602,1,129,1,1,0.0,4,1.1303,127.33,1,22334.05,0.0729,1,1,0,0,4,0.0336,0.0209,2,1,1
NCRB-SYNTH-109449,High Court,Sec 439 CrPC (Regular Bail),2,1,1,1,1,1,1,0,1,1,1,1,0.8082,1,35,1,1,0.097,7,1.2023,87.46,0,145159.96,0.1673,0,0,1,1,11,0.1906,0.0767,5,1,1
NCRB-SYNTH-109450,High Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,0,0,1,1,1,1,0.4899,1,118,0,0,0.0324,3,1.147,86.11,1,34162.04,0.0885,1,1,0,0,4,0.0772,0.048,2,1,0
NCRB-SYNTH-109456,Trial Court,Sec 482 CrPC (Quashing),1,4,1,1,1,1,1,1,1,1,1,0,0.7791,1,57,1,0,0.0394,1,1.0601,44.13,1,70216.74,0.1953,1,1,0,1,1,0.0839,0.121,2,1,1
NCRB-SYNTH-109460,Trial Court,Sec 439 CrPC (Regular Bail),4,4,1,0,1,1,0,0,1,1,1,1,0.5456,0,19,1,1,0.0453,7,1.1467,32.72,1,123275.04,0.1979,0,0,1,1,2,0.0287,0.0261,2,1,0
NCRB-SYNTH-109474,High Court,Writ Petition (Detention),2,3,2,1,1,1,0,0,1,1,1,0,0.7348,1,64,0,0,0.0534,6,1.0,85.61,0,79680.16,0.1817,0,0,1,0,6,0.2435,0.1251,5,1,1
NCRB-SYNTH-109479,High Court,Trial Judgment,2,5,1,0,1,1,0,0,1,1,1,0,0.6603,1,44,0,0,0.1512,5,1.1596,163.91,0,120368.86,0.128,1,1,0,1,3,0.0753,0.0543,2,1,0
NCRB-SYNTH-109482,High Court,Writ Petition (Detention),2,3,1,1,1,1,0,0,1,1,1,1,0.9221,0,120,0,0,0.0502,4,1.0952,90.6,0,112398.91,0.0776,1,1,0,1,1,0.0472,0.0681,2,1,1
NCRB-SYNTH-109493,Trial Court,Sec 439 CrPC (Regular Bail),7,4,2,0,1,1,0,0,1,1,1,0,0.5929,1,150,0,0,0.0924,7,1.0,35.0,1,119507.19,0.1741,1,1,0,1,2,0.0921,0.0839,2,1,0
NCRB-SYNTH-109500,Trial Court,Sec 482 CrPC (Quashing),1,1,1,0,1,1,1,1,1,1,1,1,0.4992,0,89,1,1,0.0665,9,1.1936,142.91,0,65201.35,0.0583,1,1,0,0,3,0.055,0.0397,2,1,0
NCRB-SYNTH-109509,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,0,1,1,1,0,0.8365,1,124,0,0,0.0033,5,1.2399,130.36,0,42235.42,0.1066,0,0,1,1,4,0.0401,0.0249,2,1,1
NCRB-SYNTH-109521,Trial Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,1,0,1,1,1,0,0.5127,1,62,1,1,0.0318,1,1.2111,88.73,0,66620.84,0.0418,1,1,0,0,9,0.1997,0.0867,5,1,0
NCRB-SYNTH-109542,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,0,0,1,1,1,1,0.6388,1,164,0,0,0.0924,3,1.0,122.8,1,108528.41,0.0662,1,1,0,1,4,0.0859,0.0534,5,1,0
NCRB-SYNTH-109543,High Court,Trial Judgment,2,5,1,0,1,1,1,1,1,1,1,1,0.8426,1,141,1,1,0.0424,5,1.0176,93.61,0,69167.15,0.1315,1,1,0,1,2,0.0767,0.0698,2,1,1
NCRB-SYNTH-109545,Trial Court,Writ Petition (Detention),15,1,2,0,1,1,1,0,1,1,1,1,0.6653,1,32,0,0,0.0296,8,1.0,156.43,1,53054.4,0.0426,1,1,0,1,19,0.1453,0.0485,4,1,0
NCRB-SYNTH-109566,High Court,Writ Petition (Detention),1,3,1,0,1,1,0,0,1,1,1,1,0.6126,1,97,1,1,0.0882,6,1.1297,138.62,0,40097.35,0.0944,1,1,0,1,6,0.2049,0.1053,5,1,0
NCRB-SYNTH-109576,Trial Court,Sec 439 CrPC (Regular Bail),7,1,1,0,1,1,1,0,1,1,1,0,0.683,1,44,1,0,0.0424,8,1.1292,35.42,0,16983.28,0.0164,1,1,0,1,3,0.0808,0.0583,2,1,0
NCRB-SYNTH-109580,Trial Court,Writ Petition (Detention),4,4,1,0,1,1,0,0,1,1,1,1,0.7856,1,128,0,0,0.0805,2,1.1428,76.25,0,39324.92,0.0522,1,1,0,0,41,0.2697,0.0722,4,1,1
NCRB-SYNTH-109581,Trial Court,Writ Petition (Detention),4,5,1,0,1,1,0,0,1,1,1,1,0.7953,0,137,0,0,0.0619,5,1.1569,174.04,0,97626.72,0.1848,1,1,0,1,7,0.063,0.0303,5,1,1
NCRB-SYNTH-109595,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,1,1,1,1,1,1,1,0.8626,1,103,0,0,0.1366,5,1.0,30.77,1,80314.82,0.0814,1,1,0,1,4,0.0303,0.0188,2,1,1
NCRB-SYNTH-109598,High Court,Sec 439 CrPC (Regular Bail),4,4,1,0,1,1,0,1,1,1,1,1,0.9652,0,29,0,1,0.0855,1,1.0283,168.47,1,134350.5,0.0553,1,1,0,0,4,0.0629,0.0391,2,1,1
NCRB-SYNTH-109599,Trial Court,Writ Petition (Detention),4,1,2,0,1,1,1,1,1,1,1,0,0.603,1,91,0,0,0.0694,6,1.1684,47.78,0,54241.03,0.1184,1,1,0,0,17,0.1865,0.0645,4,1,0
NCRB-SYNTH-109609,Trial Court,Sec 482 CrPC (Quashing),2,1,2,0,1,1,0,1,1,1,1,1,0.9197,1,160,0,0,0.1137,7,1.0757,152.65,0,137039.3,0.076,1,1,0,0,45,0.0998,0.0261,4,1,1
NCRB-SYNTH-109612,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,0,0,1,1,1,0,0.681,1,129,0,0,0.1137,9,1.1535,177.42,1,108387.24,0.0286,1,1,0,1,29,0.1183,0.0348,4,1,0
NCRB-SYNTH-109626,Trial Court,Sec 439 CrPC (Regular Bail),4,1,2,0,1,1,0,0,1,1,1,0,0.8185,0,173,0,0,0.1022,1,1.2971,130.19,1,142516.81,0.0324,1,1,0,1,6,0.1317,0.0677,5,1,1
NCRB-SYNTH-109635,High Court,Trial Judgment,1,1,2,0,1,1,1,1,1,1,1,0,0.7286,1,54,0,1,0.1226,5,1.2725,123.0,0,144267.99,0.052,1,1,0,1,20,0.2715,0.0892,4,1,1
NCRB-SYNTH-109643,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,1,0,1,1,1,1,0.4695,1,38,1,1,0.0124,4,1.0,179.92,1,118129.13,0.1759,1,1,0,1,34,0.2326,0.0654,4,1,0
NCRB-SYNTH-109650,High Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,0,1,1,1,1,0.587,0,149,0,0,0.0853,1,1.0,152.06,1,81015.88,0.1745,1,1,0,1,9,0.1258,0.0546,5,1,0
NCRB-SYNTH-109651,High Court,Sec 482 CrPC (Quashing),7,1,1,1,1,1,1,0,1,1,1,1,0.6679,1,55,0,0,0.1249,7,1.0248,176.61,0,137736.6,0.0175,0,0,1,0,6,0.1821,0.0936,5,1,0
NCRB-SYNTH-109653,Trial Court,Writ Petition (Detention),2,3,2,0,1,1,0,0,1,1,1,1,0.7925,1,116,0,0,0.0714,8,1.2184,142.21,0,116497.45,0.1582,1,1,0,1,4,0.0424,0.0264,2,1,1
NCRB-SYNTH-109654,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,0,1,1,1,1,0.6314,1,94,0,0,0.0047,9,1.2316,124.9,0,73019.68,0.0533,1,1,0,1,1,0.0164,0.0236,2,1,0
NCRB-SYNTH-109662,High Court,Trial Judgment,4,3,1,1,1,1,0,1,1,1,1,1,0.4547,0,116,0,0,0.0921,5,1.0307,105.58,0,97553.11,0.1423,1,1,0,1,4,0.0191,0.0119,2,1,0
NCRB-SYNTH-109663,High Court,Sec 439 CrPC (Regular Bail),1,2,1,1,1,1,1,1,1,1,1,1,0.5136,1,27,0,0,0.1132,5,1.1224,169.16,0,90750.49,0.1584,1,1,0,0,4,0.0661,0.0411,2,1,0
NCRB-SYNTH-109665,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,1,0.638,1,89,0,0,0.1033,5,1.1633,48.56,0,93482.34,0.1783,1,1,0,0,3,0.0306,0.0221,2,1,0
NCRB-SYNTH-109668,Trial Court,Sec 482 CrPC (Quashing),7,4,1,0,1,1,0,1,1,1,1,0,0.8651,0,28,0,0,0.1523,3,1.2615,54.7,1,18621.32,0.053,0,0,1,0,28,0.1751,0.052,4,1,1
NCRB-SYNTH-109680,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,1,0,1,1,1,1,1,0.6025,1,77,0,0,0.1449,8,1.0,42.42,0,85629.2,0.1569,1,1,0,1,4,0.0172,0.0107,2,1,0
NCRB-SYNTH-109683,Trial Court,Sec 439 CrPC (Regular Bail),4,5,1,0,1,1,1,0,1,1,1,1,0.4577,1,54,0,0,0.093,1,1.0,150.46,0,137629.48,0.15,1,1,0,0,3,0.0884,0.0638,2,1,0
NCRB-SYNTH-109687,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,1,0,1,1,1,1,0.5039,1,49,0,0,0.1205,2,1.2072,118.58,0,135719.3,0.1265,1,1,0,1,1,0.0589,0.085,2,1,0
NCRB-SYNTH-109688,Trial Court,Sec 482 CrPC (Quashing),27,1,1,0,1,1,1,0,1,1,1,1,0.6134,0,27,0,0,0.1042,9,1.1172,90.29,0,95419.26,0.067,1,1,0,1,9,0.0988,0.0429,5,1,0
NCRB-SYNTH-109697,Trial Court,Writ Petition (Detention),2,4,2,0,1,1,1,0,1,1,1,1,0.4689,0,164,0,0,0.0226,1,1.0799,163.49,0,100771.42,0.1202,1,1,0,1,11,0.2263,0.0911,5,1,0
NCRB-SYNTH-109702,Trial Court,Trial Judgment,1,1,1,1,1,1,1,0,1,1,1,0,0.9031,0,56,1,0,0.0153,3,1.1283,152.59,0,92318.37,0.0321,0,0,1,1,1,0.0242,0.0349,2,1,1
NCRB-SYNTH-109705,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,1,1,0,1,1,1,1,0.9511,1,48,0,1,0.11,9,1.013,118.73,0,137490.94,0.0763,1,1,0,1,4,0.0103,0.0064,2,1,1
NCRB-SYNTH-109713,High Court,Writ Petition (Detention),1,2,1,0,1,1,1,1,1,1,1,0,0.6567,1,172,0,0,0.1271,6,1.0226,173.79,0,95825.24,0.1629,1,1,0,1,3,0.0585,0.0422,2,1,0
NCRB-SYNTH-109714,Trial Court,Writ Petition (Detention),2,5,2,0,1,1,1,0,1,1,1,0,0.6332,1,176,0,0,0.0886,7,1.1429,42.07,0,62733.54,0.1705,1,1,0,1,17,0.0996,0.0345,4,1,0
NCRB-SYNTH-109717,High Court,Trial Judgment,1,4,1,0,1,1,1,0,1,1,1,0,0.81,1,113,0,0,0.066,6,1.0807,85.19,0,89179.14,0.1364,0,0,1,1,3,0.0715,0.0516,2,1,1
NCRB-SYNTH-109718,Trial Court,Sec 439 CrPC (Regular Bail),7,5,2,0,1,1,0,0,1,1,1,0,0.859,1,79,1,1,0.0535,5,1.1219,37.13,1,31867.72,0.0542,1,1,0,1,34,0.2344,0.0659,4,1,1
NCRB-SYNTH-109728,High Court,Sec 482 CrPC (Quashing),1,4,2,0,1,1,1,1,1,1,1,0,0.7512,1,148,0,0,0.1295,5,1.0846,131.09,1,67733.89,0.1763,1,1,0,1,4,0.0413,0.0257,2,1,1
NCRB-SYNTH-109739,Trial Court,Writ Petition (Detention),1,4,2,0,1,1,0,0,1,1,1,0,0.484,1,127,0,0,0.1038,1,1.0527,116.39,0,137408.39,0.0426,0,0,1,1,45,0.1775,0.0464,4,1,0
NCRB-SYNTH-109745,High Court,Writ Petition (Detention),1,2,1,1,1,1,0,0,1,1,1,1,0.666,1,101,0,0,0.0971,5,1.0421,121.32,0,21351.64,0.0116,1,1,0,1,3,0.0794,0.0572,2,1,0
NCRB-SYNTH-109748,Trial Court,Writ Petition (Detention),7,2,1,1,1,1,1,0,1,1,1,0,0.6798,0,64,1,1,0.1373,6,1.2999,74.25,1,141692.16,0.03,1,1,0,1,3,0.0663,0.0478,2,1,0
NCRB-SYNTH-109751,Trial Court,Sec 439 CrPC (Regular Bail),4,2,2,0,1,1,1,1,1,1,1,1,0.6444,1,33,0,0,0.1157,4,1.174,144.33,0,75128.82,0.1723,1,1,0,1,2,0.0955,0.087,2,1,0
NCRB-SYNTH-109755,High Court,Sec 482 CrPC (Quashing),4,2,2,0,1,1,1,0,1,1,1,0,0.5209,1,115,0,0,0.1683,5,1.5779,100.37,0,145269.24,0.1325,1,1,0,1,12,0.2719,0.106,4,1,0
NCRB-SYNTH-109756,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,1,0,1,1,1,1,1,0.5769,1,168,0,0,0.0303,4,1.0,31.23,0,111066.22,0.1414,1,1,0,1,24,0.2871,0.0892,4,1,0
NCRB-SYNTH-109757,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,1,0,1,1,1,1,0.7309,1,37,0,0,0.0914,5,1.1319,163.15,0,18502.8,0.1178,1,1,0,1,2,0.0989,0.09,2,1,1
NCRB-SYNTH-109766,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,1,1,1,1,1,1,0.8756,1,31,1,1,0.0599,7,1.0229,140.54,0,115788.08,0.1225,1,1,0,1,33,0.2811,0.0797,4,1,1
NCRB-SYNTH-109772,Trial Court,Writ Petition (Detention),2,4,1,0,1,1,0,0,1,1,1,1,0.7458,1,38,0,0,0.0599,8,1.1416,165.71,0,54237.27,0.0534,1,1,0,1,6,0.1045,0.0537,5,1,1
NCRB-SYNTH-109788,Trial Court,Writ Petition (Detention),1,4,1,0,1,1,0,1,1,1,1,1,0.5211,1,50,0,1,0.0778,9,1.0417,34.84,0,93579.96,0.0564,0,0,1,1,11,0.0587,0.0236,5,1,0
NCRB-SYNTH-109791,High Court,Writ Petition (Detention),1,2,1,0,1,1,1,0,1,1,1,1,0.4077,1,45,0,1,0.1221,9,1.0081,73.01,0,43200.69,0.097,1,1,0,0,1,0.0845,0.1219,2,1,0
NCRB-SYNTH-109794,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,1,0,1,1,1,1,0.5015,0,47,1,1,0.0713,8,1.1187,34.29,1,149925.65,0.1784,1,1,0,1,2,0.0983,0.0895,2,1,0
NCRB-SYNTH-109802,High Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,0,0,1,1,1,1,0.6324,1,145,0,1,0.0022,3,1.353,70.21,0,23129.61,0.0163,0,0,1,1,3,0.0852,0.0615,2,1,0
NCRB-SYNTH-109813,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,1,1,1,1,1,1,1,0.6135,0,136,0,0,0.088,6,1.1966,138.02,0,122634.9,0.1912,1,1,0,1,1,0.0717,0.1034,2,1,0
NCRB-SYNTH-109838,High Court,Sec 439 CrPC (Regular Bail),15,5,2,0,1,1,1,0,1,1,1,1,0.5926,0,40,1,1,0.0132,1,1.19,56.45,1,133790.04,0.0956,0,0,1,1,8,0.1488,0.0677,5,1,0
NCRB-SYNTH-109843,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,0,1,1,1,0,0.8152,1,78,1,1,0.1114,2,1.1565,50.74,0,54358.3,0.0302,1,1,0,1,8,0.1756,0.0799,5,1,1
NCRB-SYNTH-109859,Trial Court,Sec 439 CrPC (Regular Bail),7,5,2,0,1,1,1,0,1,1,1,1,0.4449,1,160,1,1,0.103,6,1.0739,86.19,0,68860.48,0.1787,0,0,1,1,3,0.0159,0.0115,2,1,0
NCRB-SYNTH-109871,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,0,0.876,1,47,0,1,0.0703,9,1.1742,79.13,0,63093.52,0.0525,1,1,0,0,4,0.1907,0.1185,5,1,1
NCRB-SYNTH-109873,Trial Court,Writ Petition (Detention),1,4,1,1,1,1,0,1,1,1,1,1,0.5474,1,140,0,0,0.0476,2,1.2957,145.55,0,57702.2,0.1563,1,1,0,1,1,0.0914,0.1319,2,1,0
NCRB-SYNTH-109874,Trial Court,Trial Judgment,1,5,2,0,1,1,1,0,1,1,1,1,0.8053,1,75,0,0,0.2094,9,1.1586,42.32,1,36610.35,0.0906,1,1,0,1,8,0.1385,0.063,5,1,1
NCRB-SYNTH-109890,Trial Court,Writ Petition (Detention),2,5,1,1,1,1,0,0,1,1,1,0,0.78,1,129,0,0,0.0136,6,1.0825,103.68,0,109274.08,0.1326,0,0,1,1,3,0.0935,0.0674,2,1,1
NCRB-SYNTH-109911,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,1,0.9219,1,38,0,0,0.0172,4,1.1343,109.01,0,49758.16,0.1554,0,0,1,0,2,0.0728,0.0663,2,1,1
NCRB-SYNTH-109918,Trial Court,Writ Petition (Detention),4,3,1,0,1,1,1,0,1,1,1,1,0.7386,1,145,1,1,0.1244,1,1.0,128.89,0,104361.57,0.1236,1,1,0,1,11,0.2121,0.0853,5,1,1
NCRB-SYNTH-109921,Trial Court,Trial Judgment,1,4,2,1,1,1,1,1,1,1,1,1,0.8505,1,59,1,1,0.0794,9,1.0,171.81,1,25799.71,0.0522,0,0,1,0,20,0.2141,0.0703,4,1,1
NCRB-SYNTH-109933,Trial Court,Trial Judgment,1,2,2,0,1,1,1,0,1,1,1,0,0.5896,0,67,0,1,0.1345,8,1.0,95.68,0,103861.05,0.0204,0,0,1,1,25,0.2012,0.0617,4,1,0
NCRB-SYNTH-109935,Trial Court,Sec 439 CrPC (Regular Bail),15,4,2,0,1,1,1,0,1,1,1,1,0.8602,1,103,0,0,0.1163,8,1.2431,66.43,0,28578.84,0.1907,1,1,0,1,2,0.0917,0.0834,2,1,1
NCRB-SYNTH-109945,High Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,1,1,0,1,1,1,1,0.4717,1,66,1,1,0.0279,1,1.1339,151.91,0,111839.97,0.1626,1,1,0,1,11,0.1466,0.059,5,1,0
NCRB-SYNTH-109946,High Court,Sec 482 CrPC (Quashing),1,2,2,1,1,1,0,1,1,1,1,1,0.8594,1,148,0,0,0.0468,4,1.2222,44.11,0,58945.57,0.0492,0,0,1,1,2,0.0588,0.0535,2,1,1
NCRB-SYNTH-109947,Trial Court,Trial Judgment,1,5,1,0,1,1,1,1,1,1,1,1,0.4746,1,143,0,1,0.0751,8,1.1785,82.68,0,78838.47,0.1009,1,1,0,1,1,0.0708,0.1022,2,1,0
NCRB-SYNTH-109948,Supreme Court,Sec 439 CrPC (Regular Bail),21,4,2,0,1,1,0,0,1,1,1,1,0.8462,1,159,0,0,0.1159,6,1.2339,31.03,0,69935.97,0.128,1,1,0,0,10,0.0823,0.0343,5,1,1
NCRB-SYNTH-109954,High Court,Trial Judgment,1,3,2,0,1,1,1,1,1,1,1,0,0.3844,1,140,0,0,0.0,2,1.0,109.89,0,112483.69,0.0935,0,0,1,1,2,0.0423,0.0385,2,1,0
NCRB-SYNTH-109956,Trial Court,Writ Petition (Detention),7,2,2,0,1,1,1,1,1,1,1,1,0.9143,0,55,0,0,0.0708,1,1.0,91.34,0,63872.83,0.157,1,1,0,1,1,0.0865,0.1248,2,1,1
NCRB-SYNTH-109960,Trial Court,Writ Petition (Detention),7,1,1,0,1,1,1,0,1,1,1,0,0.4237,0,52,0,0,0.0433,5,1.0712,54.28,1,146671.76,0.0739,1,1,0,1,3,0.045,0.0325,2,1,0
NCRB-SYNTH-109983,High Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,1,0.9251,1,55,1,1,0.0594,7,1.0669,51.06,0,137808.68,0.0594,1,1,0,0,1,0.0931,0.1343,2,1,1
NCRB-SYNTH-109987,High Court,Writ Petition (Detention),4,4,2,0,1,1,0,0,1,1,1,0,0.99,1,137,0,0,0.0954,3,1.2095,39.95,1,79517.03,0.1017,0,0,1,1,3,0.0236,0.017,2,1,1
NCRB-SYNTH-109988,High Court,Trial Judgment,1,1,1,0,1,1,1,1,1,1,1,1,0.6969,1,156,0,0,0.1327,9,1.3027,51.99,0,76509.98,0.1283,1,1,0,0,31,0.1515,0.0437,4,1,0
NCRB-SYNTH-109992,High Court,Sec 482 CrPC (Quashing),1,5,2,0,1,1,1,1,1,1,1,0,0.8551,1,85,0,0,0.1053,3,1.1275,155.71,1,18219.39,0.0755,1,1,0,1,4,0.0522,0.0324,2,1,1
NCRB-SYNTH-110000,Trial Court,Trial Judgment,1,4,2,0,1,1,1,0,1,1,1,1,0.8716,0,154,1,1,0.1365,8,1.1872,57.69,0,97182.53,0.0566,0,0,1,1,8,0.15,0.0683,5,1,1
NCRB-SYNTH-110002,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,1,1,1,1,1,1,0.8998,1,46,0,0,0.1714,3,1.0,106.44,0,34682.06,0.1714,1,1,0,0,2,0.0539,0.049,2,1,1
NCRB-SYNTH-110014,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,1,1,0,1,1,1,1,0.792,1,71,1,0,0.03,8,1.1373,45.51,0,140110.77,0.176,1,1,0,0,29,0.2038,0.0599,4,1,1
NCRB-SYNTH-110018,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,1,1,0,1,1,1,1,0.7299,1,174,1,1,0.0068,2,1.0248,151.0,0,134947.92,0.0056,1,1,0,1,10,0.2335,0.0974,5,1,1
